sample_index,label,time_ms,ax,ay,az,gx,gy,gz,mx,my,mz,accel_mag,gyro_mag,wobble
0,Forehand,0,-0.6311,0.8167,-0.6416,28.44,-70.13,-43.95,19.0,31.0,-99.0,1.2153,87.51,False
1,Forehand,19,-0.5569,0.8323,-0.5681,28.02,-72.75,-28.81,19.0,31.0,-99.0,1.1513,83.11,False
2,Forehand,46,-0.5402,0.7024,-0.5881,26.92,-83.25,-15.08,21.0,27.0,-98.0,1.0635,88.78,False
3,Forehand,66,-0.541,0.6929,-0.5487,34.61,-97.17,-12.27,21.0,27.0,-98.0,1.0363,103.87,False
4,Forehand,85,-0.5054,0.6373,-0.5378,38.76,-107.06,-8.73,21.0,27.0,-98.0,0.9751,114.19,False
5,Forehand,110,-0.4795,0.626,-0.5197,31.07,-116.27,3.42,21.0,27.0,-98.0,0.9444,120.4,False
6,Forehand,130,-0.4075,0.6917,-0.4526,23.19,-116.03,5.25,21.0,27.0,-98.0,0.9216,118.44,False
7,Forehand,156,-0.384,0.7249,-0.4023,21.79,-107.6,-4.09,22.0,25.0,-103.0,0.9137,109.87,False
8,Forehand,177,-0.3971,0.735,-0.3756,31.37,-91.0,-20.26,22.0,25.0,-103.0,0.916,98.37,False
9,Forehand,197,-0.3868,0.7448,-0.3638,38.57,-81.97,-24.17,22.0,25.0,-103.0,0.9147,93.76,False
10,Forehand,222,-0.3672,0.7642,-0.356,37.84,-78.8,-19.23,22.0,25.0,-103.0,0.9195,89.5,False
11,Forehand,243,-0.3336,0.7958,-0.3403,26.92,-79.77,-10.07,22.0,24.0,-105.0,0.9276,84.79,False
12,Forehand,267,-0.2833,0.8488,-0.2942,0.79,-83.44,3.97,22.0,24.0,-105.0,0.9419,83.53,False
13,Forehand,287,-0.26,0.8693,-0.277,-16.85,-86.12,12.63,22.0,24.0,-105.0,0.9487,88.66,False
14,Forehand,307,-0.2257,0.8872,-0.2692,-30.15,-90.94,18.01,22.0,24.0,-105.0,0.9542,97.49,False
15,Forehand,327,-0.2152,0.9233,-0.2439,-39.43,-95.7,19.65,22.0,24.0,-105.0,0.979,105.36,False
16,Forehand,352,-0.1383,0.9537,-0.2329,-50.66,-96.92,19.1,25.0,25.0,-117.0,0.9915,111.02,False
17,Forehand,372,-0.0872,0.969,-0.2345,-69.4,-94.73,18.49,25.0,25.0,-117.0,1.0008,118.87,False
18,Forehand,391,-0.095,0.9581,-0.2854,-93.63,-91.49,12.63,25.0,25.0,-117.0,1.0042,131.52,False
19,Forehand,414,-0.1583,0.9307,-0.355,-93.63,-91.37,3.78,25.0,25.0,-117.0,1.0086,130.88,False
20,Forehand,434,-0.1881,0.8782,-0.4373,-84.66,-99.73,-4.88,25.0,25.0,-117.0,0.9989,130.91,False
21,Forehand,460,-0.2698,0.8363,-0.5571,-79.16,-116.27,-7.08,21.0,23.0,-130.0,1.0405,140.84,False
22,Forehand,481,-0.3595,0.8138,-0.6987,-75.44,-142.76,-8.18,21.0,23.0,-130.0,1.1313,161.67,False
23,Forehand,501,-0.4154,0.7976,-0.9115,-64.58,-184.08,-19.9,21.0,23.0,-130.0,1.2805,196.09,False
24,Forehand,525,-0.5889,0.6956,-1.0427,-29.54,-283.08,-66.83,21.0,23.0,-130.0,1.3849,292.36,False
25,Forehand,546,-0.8582,0.5686,-0.8915,-2.87,-370.42,-118.1,24.0,10.0,-139.0,1.3618,388.8,False
26,Forehand,570,-1.0977,0.2964,-0.7299,5.49,-459.23,-185.55,24.0,10.0,-139.0,1.3511,495.33,False
27,Forehand,589,-1.4294,-0.1917,-0.5055,-14.28,-548.52,-253.78,24.0,10.0,-139.0,1.5283,604.56,False
28,Forehand,609,-1.9448,-0.8639,-0.0719,-76.17,-646.67,-273.32,24.0,10.0,-139.0,2.1293,706.17,False
29,Forehand,629,-2.837,-1.6166,0.8491,-252.26,-807.86,-128.48,24.0,10.0,-139.0,3.3739,856.03,False
30,Forehand,654,-3.8728,-2.4647,3.0256,-309.51,-860.9,-19.78,13.0,-9.0,-112.0,5.498,915.06,False
31,Forehand,675,-3.9999,-2.6699,3.9999,-343.38,-924.56,407.47,13.0,-9.0,-112.0,6.2551,1067.13,False
32,Forehand,696,-3.9993,-2.0511,3.9999,-167.05,-817.69,677.43,13.0,-9.0,-112.0,6.0167,1074.91,False
33,Forehand,717,-3.9963,-0.0474,3.9819,47.12,-486.76,978.88,13.0,-9.0,-112.0,5.6417,1094.24,False
34,Forehand,740,-3.9999,1.6169,3.9996,-50.54,198.43,1146.91,13.0,-9.0,-112.0,5.8831,1165.05,False
35,Forehand,761,-3.9999,1.3772,3.9999,-491.39,1053.53,784.36,19.0,27.0,-89.0,5.8219,1402.36,False
36,Forehand,787,-3.9999,0.4351,3.9996,-661.87,1906.43,-29.91,19.0,27.0,-89.0,5.6732,2018.28,False
37,Forehand,806,-2.9207,2.3959,2.2748,-334.47,2000.0,25.51,19.0,27.0,-89.0,4.4097,2027.94,False
38,Forehand,826,0.8019,1.1422,-2.139,-239.2,1998.29,37.17,19.0,27.0,-89.0,2.554,2012.9,False
39,Forehand,851,0.8958,1.1091,-1.7821,-201.54,1996.77,-110.9,25.0,6.0,-103.0,2.2822,2009.97,False
40,Forehand,872,0.7787,1.2954,-1.4385,-50.17,1999.33,-181.76,25.0,6.0,-103.0,2.0865,2008.2,False
41,Forehand,893,0.9286,0.8304,-1.6869,87.4,1999.45,-147.83,25.0,6.0,-103.0,2.097,2006.81,False
42,Forehand,918,0.9926,0.9427,-1.9452,171.26,2000.0,-13.18,25.0,6.0,-103.0,2.3786,2007.36,False
43,Forehand,938,0.8315,1.2172,-2.0283,114.2,2000.0,86.85,25.0,6.0,-103.0,2.5074,2005.14,False
44,Forehand,965,0.7231,0.9982,-1.918,17.7,2000.0,141.91,23.0,16.0,-81.0,2.2799,2005.11,False
45,Forehand,984,0.667,0.774,-1.7052,-112.43,2000.0,102.23,23.0,16.0,-81.0,1.9879,2005.76,False
46,Forehand,1003,0.7262,1.004,-1.5582,-132.14,2000.0,39.49,23.0,16.0,-81.0,1.9909,2004.75,False
47,Forehand,1024,0.9012,0.8867,-1.546,-89.54,1999.88,-33.45,23.0,16.0,-81.0,1.9972,2002.16,False
48,Forehand,1051,1.0034,0.6508,-1.6746,-14.65,1999.69,-80.81,28.0,13.0,-110.0,2.0578,2001.38,False
49,Forehand,1070,0.9596,0.4827,-1.8193,53.59,1999.76,-76.78,28.0,13.0,-110.0,2.1128,2001.95,False
50,Forehand,1096,0.7814,0.6362,-1.942,76.84,2000.0,6.23,28.0,13.0,-110.0,2.1879,2001.49,False
51,Forehand,1116,0.6936,0.6543,-1.8674,41.87,2000.0,66.96,28.0,13.0,-110.0,2.0968,2001.56,False
52,Forehand,1135,0.7188,0.5457,-1.7716,-9.77,2000.0,85.21,28.0,13.0,-110.0,1.9882,2001.84,False
53,Forehand,1161,0.7297,0.6343,-1.6582,-57.74,2000.0,68.6,24.0,10.0,-93.0,1.9195,2002.01,False
54,Forehand,1182,0.8207,0.7216,-1.597,-74.34,2000.0,34.55,24.0,10.0,-93.0,1.9351,2001.68,False
55,Forehand,1203,0.9226,0.675,-1.6508,-61.4,2000.0,-10.25,24.0,10.0,-93.0,2.008,2000.97,False
