sample_index,label,time_ms,ax,ay,az,gx,gy,gz,mx,my,mz,accel_mag,gyro_mag,wobble
0,Backhand,0,0.0558,0.6802,0.6447,116.46,153.69,35.77,10.0,12.0,-58.0,0.9388,196.11,False
1,Backhand,19,0.0275,0.5718,0.6372,135.68,166.2,52.37,10.0,12.0,-58.0,0.8566,220.85,False
2,Backhand,45,0.0027,0.6058,0.7623,124.02,183.04,52.0,10.0,12.0,-58.0,0.9737,227.14,False
3,Backhand,65,0.0575,0.7644,0.7638,115.91,189.27,51.21,10.0,12.0,-58.0,1.0821,227.77,False
4,Backhand,85,0.0417,0.9376,0.9365,121.09,195.43,48.77,10.0,12.0,-58.0,1.3259,235.02,False
5,Backhand,111,0.0731,0.9746,0.9067,134.64,203.98,44.98,5.0,6.0,-43.0,1.3332,248.52,False
6,Backhand,132,0.0913,1.0073,0.9125,143.8,202.45,51.27,5.0,6.0,-43.0,1.3622,253.56,False
7,Backhand,153,0.0453,1.0519,0.959,138.37,203.06,62.19,5.0,6.0,-43.0,1.4241,253.47,False
8,Backhand,177,0.1047,1.1359,1.0382,99.12,199.4,76.78,5.0,6.0,-43.0,1.5424,235.55,False
9,Backhand,199,0.0709,1.3234,1.0789,64.45,198.12,87.59,-2.0,2.0,-36.0,1.7089,226.0,False
10,Backhand,220,0.0886,1.4133,1.0742,26.79,199.89,102.54,-2.0,2.0,-36.0,1.7774,226.25,False
11,Backhand,243,0.1188,1.4526,1.1431,-11.47,201.35,121.09,-2.0,2.0,-36.0,1.8523,235.24,False
12,Backhand,263,0.0627,1.73,1.2054,-56.15,202.64,143.19,-2.0,2.0,-36.0,2.1095,254.4,False
13,Backhand,284,-0.0719,1.8099,1.347,-121.52,205.14,181.58,-2.0,2.0,-36.0,2.2573,299.7,False
14,Backhand,310,-0.2058,1.7775,1.4513,-143.49,199.28,187.56,11.0,-1.0,-60.0,2.3039,309.0,False
15,Backhand,330,-0.3838,1.692,1.5219,-158.63,189.45,187.01,11.0,-1.0,-60.0,2.3079,309.89,False
16,Backhand,355,-0.6886,1.0907,1.7039,-224.73,169.8,166.44,11.0,-1.0,-60.0,2.137,327.17,False
17,Backhand,374,-0.6863,0.6764,1.4615,-273.99,151.12,129.39,11.0,-1.0,-60.0,1.7506,338.6,False
18,Backhand,396,-0.7454,0.3129,1.1298,-284.91,135.68,95.09,24.0,1.0,-88.0,1.3892,329.59,False
19,Backhand,420,-0.8368,0.0068,0.8839,-267.33,125.98,70.62,24.0,1.0,-88.0,1.2172,303.85,False
20,Backhand,441,-0.8252,-0.0626,0.6763,-246.7,116.94,52.86,24.0,1.0,-88.0,1.0687,278.09,False
21,Backhand,462,-0.7518,0.0267,0.5961,-222.6,102.23,38.88,24.0,1.0,-88.0,0.9598,248.02,False
22,Backhand,487,-0.8428,-0.051,0.4702,-167.42,73.06,33.08,24.0,1.0,-88.0,0.9664,185.64,False
23,Backhand,508,-0.939,-0.0944,0.3636,-125.73,53.1,39.73,26.0,4.0,-111.0,1.0113,142.15,False
24,Backhand,528,-0.9891,-0.1521,0.3115,-88.56,31.62,49.01,26.0,4.0,-111.0,1.0481,106.04,False
25,Backhand,553,-1.0378,-0.1278,0.234,-61.16,7.2,58.04,26.0,4.0,-111.0,1.0715,84.62,False
26,Backhand,573,-1.1512,-0.0326,0.2385,-27.22,-16.36,61.95,26.0,4.0,-111.0,1.1761,69.62,False
27,Backhand,599,-1.1907,0.0959,0.3571,50.17,-64.09,63.54,27.0,6.0,-111.0,1.2468,103.25,False
28,Backhand,619,-1.452,0.0923,0.9579,89.48,-120.0,77.09,27.0,6.0,-111.0,1.742,168.37,False
29,Backhand,640,-2.3877,0.1001,1.4829,76.17,-197.94,127.32,27.0,6.0,-111.0,2.8125,247.37,False
30,Backhand,663,-3.8208,0.4902,0.281,4.46,-309.02,200.87,27.0,6.0,-111.0,3.8624,368.59,False
31,Backhand,684,-3.9999,-0.7684,-1.0901,59.75,-456.12,295.35,27.0,6.0,-111.0,4.2164,546.67,False
32,Backhand,708,-3.9808,-1.6632,-2.6608,387.88,-931.03,148.19,25.0,13.0,-99.0,5.0688,1019.43,False
33,Backhand,729,-3.9999,-1.5288,-1.8999,454.77,-1462.4,-19.47,25.0,13.0,-99.0,4.6846,1531.61,False
