sample_index,label,time_ms,ax,ay,az,gx,gy,gz,mx,my,mz,accel_mag,gyro_mag,wobble
0,Backhand,0,0.9777,0.6865,-0.3547,68.54,183.17,-153.81,15.0,-7.0,-127.0,1.2462,248.81,False
1,Backhand,26,1.1553,0.8057,-0.5215,73.06,175.9,-115.6,15.0,-9.0,-132.0,1.5019,222.81,False
2,Backhand,46,1.2972,0.9497,-0.4777,83.13,167.54,-90.7,15.0,-9.0,-132.0,1.6772,207.86,False
3,Backhand,72,1.3484,1.097,-0.3966,92.47,169.19,-68.91,15.0,-9.0,-132.0,1.783,204.75,False
4,Backhand,92,1.3104,1.2397,-0.4401,94.97,171.81,-50.29,15.0,-9.0,-132.0,1.8568,202.65,False
5,Backhand,109,1.2727,1.363,-0.4626,95.76,170.9,-35.83,15.0,-9.0,-132.0,1.9214,199.15,False
6,Backhand,134,1.3127,1.4226,-0.4146,119.32,174.19,-21.36,18.0,-3.0,-143.0,1.9796,212.22,False
7,Backhand,155,1.3872,1.4685,-0.3308,149.35,177.06,-4.88,18.0,-3.0,-143.0,2.047,231.69,False
8,Backhand,176,1.4303,1.5179,-0.2483,179.32,179.44,26.61,18.0,-3.0,-143.0,2.1004,255.08,False
9,Backhand,197,1.5277,1.6375,-0.2118,208.19,184.2,61.46,18.0,-3.0,-143.0,2.2494,284.7,False
10,Backhand,218,1.599,1.6785,-0.2654,232.48,187.32,98.39,18.0,-3.0,-143.0,2.3333,314.35,False
11,Backhand,244,1.6378,1.6323,-0.335,258.85,183.78,149.78,24.0,6.0,-132.0,2.3365,351.01,False
12,Backhand,265,1.7246,1.3239,-0.2904,274.72,167.3,239.2,24.0,6.0,-132.0,2.1934,400.84,False
13,Backhand,285,1.7406,1.1613,-0.1135,258.91,156.19,264.22,24.0,6.0,-132.0,2.0955,401.55,False
14,Backhand,310,1.6525,0.9396,0.0717,232.3,144.96,256.23,24.0,6.0,-132.0,1.9023,375.0,False
15,Backhand,332,1.4277,0.6135,0.2111,202.27,133.42,236.69,27.0,20.0,-111.0,1.5682,338.73,False
16,Backhand,351,0.9972,0.0531,0.2675,164.79,113.28,214.17,27.0,20.0,-111.0,1.0338,293.02,False
17,Backhand,375,0.8032,-0.1575,0.3524,158.94,94.18,199.04,27.0,20.0,-111.0,0.8912,271.56,False
18,Backhand,395,0.6733,-0.2418,0.5205,159.55,78.55,180.73,27.0,20.0,-111.0,0.8848,253.55,False
19,Backhand,416,0.5499,-0.2001,0.603,161.25,63.54,165.59,27.0,20.0,-111.0,0.8403,239.71,False
20,Backhand,441,0.4191,-0.1766,0.6375,154.11,42.97,138.85,16.0,30.0,-89.0,0.783,211.84,False
21,Backhand,461,0.3511,-0.2114,0.6738,139.65,18.13,91.37,16.0,30.0,-89.0,0.7887,167.87,False
22,Backhand,487,0.3193,-0.2756,0.8347,112.37,-15.81,14.77,16.0,30.0,-89.0,0.9353,114.43,False
23,Backhand,507,0.3047,-0.2919,0.8868,90.94,-36.93,-22.64,16.0,30.0,-89.0,0.9821,100.73,False
24,Backhand,528,0.3646,-0.2528,0.897,67.93,-60.24,-62.44,19.0,30.0,-80.0,1.0007,110.19,False
25,Backhand,552,0.5316,-0.2214,0.86,45.41,-90.33,-100.34,19.0,30.0,-80.0,1.035,142.44,False
26,Backhand,572,0.8433,-0.1385,0.8241,20.51,-130.55,-128.23,19.0,30.0,-80.0,1.1872,184.14,False
27,Backhand,589,1.3538,-0.0431,0.9061,10.86,-181.4,-147.95,19.0,30.0,-80.0,1.6296,234.33,False
28,Backhand,610,2.1794,0.0217,1.4113,68.97,-281.31,-165.16,19.0,30.0,-80.0,2.5966,333.42,False
29,Backhand,5643,2.0276,0.8158,-1.375,11.41,-296.2,56.03,17.0,11.0,-72.0,2.5821,301.67,False
30,Backhand,5666,1.5774,0.8699,-1.4095,75.5,-247.86,-21.79,17.0,11.0,-72.0,2.2873,260.02,False
31,Backhand,5683,1.1272,0.9156,-1.4379,77.76,-214.54,-42.85,17.0,11.0,-72.0,2.0436,232.18,False
32,Backhand,5704,0.825,0.6763,-1.1118,62.99,-198.0,-28.44,17.0,11.0,-72.0,1.5408,209.71,False
33,Backhand,5727,0.7565,0.6534,-0.951,52.8,-180.73,-25.27,17.0,11.0,-72.0,1.3798,189.97,False
34,Backhand,5753,0.524,0.694,-0.8488,68.6,-157.53,-35.71,12.0,15.0,-58.0,1.2152,175.49,False
35,Backhand,5773,0.3251,0.7631,-0.8654,107.42,-145.32,-37.84,12.0,15.0,-58.0,1.1987,184.64,False
36,Backhand,5797,0.332,0.7609,-0.9106,136.96,-160.4,-13.37,12.0,15.0,-58.0,1.2322,211.34,False
37,Backhand,5815,0.314,0.8376,-0.9369,162.72,-183.53,5.8,12.0,15.0,-58.0,1.2954,245.35,False
38,Backhand,5840,0.2306,0.9601,-0.889,158.08,-197.51,5.62,6.0,22.0,-46.0,1.3287,253.04,False
39,Backhand,5861,0.3381,1.0872,-0.6608,122.56,-191.04,-9.77,6.0,22.0,-46.0,1.3164,227.18,False
40,Backhand,5882,0.4963,1.1392,-0.3064,37.78,-136.41,-32.04,6.0,22.0,-46.0,1.2798,145.13,False
41,Backhand,5907,0.3918,1.1183,0.0914,6.41,-87.04,-36.25,6.0,22.0,-46.0,1.1885,94.5,False
42,Backhand,5928,0.1642,1.0179,-0.0634,-4.64,-62.99,-40.04,6.0,22.0,-46.0,1.033,74.78,False
43,Backhand,5955,0.0485,1.0095,-0.2025,-9.77,-67.81,-59.33,4.0,20.0,-49.0,1.0308,90.63,False
44,Backhand,5975,0.2427,1.1724,-0.2589,9.22,-83.86,-104.98,4.0,20.0,-49.0,1.2249,134.68,False
45,Backhand,5994,0.5481,1.3103,-0.1536,29.54,-83.44,-114.38,4.0,20.0,-49.0,1.4286,144.63,False
