sample_index,label,time_ms,ax,ay,az,gx,gy,gz,mx,my,mz,accel_mag,gyro_mag,wobble
0,Backhand,0,0.3643,0.9933,-0.3616,12.94,83.13,-9.34,24.0,6.0,-98.0,1.118,84.65,False
1,Backhand,21,0.327,0.9336,-0.36,-20.81,91.55,3.85,24.0,6.0,-98.0,1.0527,93.97,False
2,Backhand,44,0.1445,0.8706,-0.3738,-52.25,99.37,14.28,24.0,6.0,-98.0,0.9584,113.17,False
3,Backhand,63,0.1079,0.9044,-0.3519,-52.92,98.57,14.83,27.0,5.0,-100.0,0.9765,112.86,False
4,Backhand,82,0.1499,1.0201,-0.3917,-48.46,99.37,24.41,27.0,5.0,-100.0,1.103,113.22,False
5,Backhand,108,0.1072,0.9594,-0.3905,-47.24,106.08,32.23,27.0,5.0,-100.0,1.0413,120.51,False
6,Backhand,128,0.0093,0.9004,-0.3613,-31.86,109.07,34.36,27.0,5.0,-100.0,0.9702,118.71,False
7,Backhand,149,-0.0043,0.8307,-0.3402,-16.17,104.25,29.91,27.0,5.0,-100.0,0.8977,109.65,False
8,Backhand,175,0.0166,0.8204,-0.4531,-10.8,98.88,19.96,26.0,8.0,-109.0,0.9374,101.45,False
9,Backhand,197,0.0803,0.8958,-0.5533,-20.57,108.76,9.77,26.0,8.0,-109.0,1.0559,111.12,False
10,Backhand,217,0.1345,0.8866,-0.5149,-34.55,119.08,4.15,26.0,8.0,-109.0,1.0341,124.06,False
11,Backhand,243,0.1567,0.866,-0.556,-38.94,125.43,-5.92,26.0,8.0,-109.0,1.041,131.47,False
12,Backhand,265,0.1489,0.932,-0.6125,-29.79,130.07,-13.49,29.0,8.0,-112.0,1.1252,134.11,False
13,Backhand,290,0.0823,1.0128,-0.7931,-11.54,136.66,-13.55,29.0,8.0,-112.0,1.289,137.81,False
14,Backhand,310,0.1819,1.0095,-0.986,-3.72,156.56,-8.18,29.0,8.0,-112.0,1.4228,156.81,False
15,Backhand,331,0.2063,0.9012,-1.0724,-6.41,190.12,-4.88,29.0,8.0,-112.0,1.4159,190.3,False
16,Backhand,352,0.0775,0.7659,-1.0265,-7.81,228.03,-13.24,29.0,8.0,-112.0,1.2831,228.55,False
17,Backhand,377,0.0803,0.8107,-0.6425,13.31,227.66,-12.21,29.0,10.0,-114.0,1.0375,228.38,False
18,Backhand,398,0.0109,0.8182,-0.4034,26.31,206.97,-10.74,29.0,10.0,-114.0,0.9124,208.91,False
19,Backhand,424,0.0118,0.8213,-0.3307,25.63,181.88,-7.14,29.0,10.0,-114.0,0.8854,183.82,False
20,Backhand,444,0.0881,0.8252,-0.3546,16.48,168.64,-1.59,29.0,10.0,-114.0,0.9025,169.45,False
21,Backhand,465,0.0676,0.7965,-0.3837,-2.2,164.06,5.37,26.0,11.0,-111.0,0.8867,164.17,False
22,Backhand,488,0.1791,0.7365,-0.3164,-38.21,154.3,5.68,26.0,11.0,-111.0,0.8213,159.06,False
23,Backhand,509,0.1561,0.6943,-0.199,-45.47,135.5,-3.48,26.0,11.0,-111.0,0.739,142.97,False
24,Backhand,529,0.1869,0.5856,-0.1305,-47.61,108.7,-19.71,26.0,11.0,-111.0,0.6284,120.3,False
25,Backhand,554,0.5582,0.3884,-0.1067,-60.3,74.4,-51.64,26.0,11.0,-111.0,0.6884,108.8,False
26,Backhand,572,0.7268,0.3135,-0.0712,-65.86,27.95,-91.0,25.0,9.0,-114.0,0.7947,115.76,False
27,Backhand,592,1.0867,0.261,0.025,-95.15,-102.11,-156.86,25.0,9.0,-114.0,1.1179,209.97,False
28,Backhand,618,1.76,0.3402,-0.0546,-119.2,-233.83,-186.65,25.0,9.0,-114.0,1.7934,322.06,False
29,Backhand,638,3.2327,0.3839,0.0283,-101.75,-366.15,-216.37,25.0,9.0,-114.0,3.2555,437.3,False
30,Backhand,665,4.0,1.0532,0.6558,-90.94,-485.66,-268.49,20.0,-6.0,-118.0,4.188,562.34,False
31,Backhand,680,3.9814,0.3285,2.0546,-35.34,-607.97,-359.37,20.0,-6.0,-118.0,4.4923,707.13,False
32,Backhand,701,3.9819,-0.161,1.8877,-14.4,-853.52,-303.34,20.0,-6.0,-118.0,4.4097,905.93,False
33,Backhand,726,4.0,-1.2782,0.7166,-471.07,-1525.51,290.53,20.0,-6.0,-118.0,4.26,1622.81,False
34,Backhand,747,3.9998,-1.3824,0.4657,-334.59,-1855.9,617.07,20.0,-6.0,-118.0,4.2575,1984.21,False
35,Backhand,774,2.6749,0.817,-0.7113,86.0,-1997.8,549.19,20.0,26.0,-78.0,2.8859,2073.7,False
36,Backhand,789,0.7078,1.8414,-1.8815,307.19,-1998.66,340.45,20.0,26.0,-78.0,2.7261,2050.59,False
37,Backhand,809,0.8347,1.7699,-1.5079,398.8,-1996.7,109.19,20.0,26.0,-78.0,2.4705,2039.07,False
38,Backhand,830,0.8534,1.094,-1.2644,368.35,-1999.94,-104.43,20.0,26.0,-78.0,1.8772,2036.26,False
39,Backhand,855,0.5669,0.7501,-0.9612,192.93,-1999.94,-355.29,20.0,26.0,-78.0,1.3446,2040.39,False
40,Backhand,877,0.3049,0.9718,-1.1597,17.52,-1999.94,-353.33,19.0,-3.0,-101.0,1.5434,2030.99,False
41,Backhand,902,0.4049,1.0386,-1.4163,-189.94,-1999.94,-252.01,19.0,-3.0,-101.0,1.8023,2024.68,False
42,Backhand,922,0.5012,1.1156,-1.5107,-323.85,-1999.94,-105.96,19.0,-3.0,-101.0,1.9437,2028.76,False
43,Backhand,943,0.5151,0.8197,-1.6481,-343.75,-1999.21,109.5,19.0,-3.0,-101.0,1.9114,2031.5,False
44,Backhand,969,0.7767,0.5631,-1.6653,-226.56,-1993.77,340.76,21.0,29.0,-114.0,1.9219,2035.33,False
45,Backhand,989,0.9078,1.1045,-1.2539,-28.14,-1989.87,367.49,21.0,29.0,-114.0,1.9017,2023.71,False
46,Backhand,1006,0.7438,1.0925,-1.2664,179.87,-1986.88,332.89,21.0,29.0,-114.0,1.8304,2022.58,False
47,Backhand,1031,0.697,0.8591,-1.2546,306.88,-1986.14,206.18,21.0,29.0,-114.0,1.6727,2020.26,False
48,Backhand,1052,0.5063,0.7346,-1.1779,368.35,-1986.88,12.27,21.0,29.0,-114.0,1.4776,2020.77,False
49,Backhand,1078,0.329,0.8994,-1.3477,324.77,-1987.98,-142.94,15.0,-1.0,-69.0,1.6533,2019.39,False
50,Backhand,1099,0.511,1.6166,-1.5089,66.65,-1990.6,-267.27,15.0,-1.0,-69.0,2.2696,2009.57,False
51,Backhand,1120,0.5613,1.339,-1.4268,-89.97,-1990.72,-241.58,15.0,-1.0,-69.0,2.0356,2007.34,False
52,Backhand,1146,0.7179,0.7948,-1.4464,-238.77,-1987.55,-37.84,15.0,-1.0,-69.0,1.7998,2002.2,False
53,Backhand,1167,0.7991,1.0084,-1.2576,-231.08,-1984.19,101.5,23.0,15.0,-131.0,1.7991,2000.18,False
54,Backhand,1188,0.7142,1.2836,-1.1198,-126.22,-1980.35,200.81,23.0,15.0,-131.0,1.847,1994.5,False
55,Backhand,1209,0.6031,1.2177,-1.1287,13.24,-1977.17,240.36,23.0,15.0,-131.0,1.7664,1991.77,False
56,Backhand,1230,0.5201,0.921,-1.2084,135.44,-1975.46,202.15,23.0,15.0,-131.0,1.6059,1990.39,False
57,Backhand,1251,0.4231,0.7667,-1.3134,224.3,-1974.43,116.82,23.0,15.0,-131.0,1.5785,1990.56,False
