sample_index,label,time_ms,ax,ay,az,gx,gy,gz,mx,my,mz,accel_mag,gyro_mag,wobble
0,Backhand,0,0.0411,1.7212,-1.1587,-42.05,202.39,-113.53,18.0,23.0,-147.0,2.0753,235.84,True
1,Backhand,20,0.0453,1.7473,-1.1873,-32.47,205.2,-125.18,18.0,23.0,-147.0,2.113,242.55,True
2,Backhand,39,0.199,1.6132,-1.2964,45.47,209.35,-145.81,18.0,23.0,-147.0,2.0791,259.15,True
3,Backhand,61,0.2485,1.6412,-1.3464,81.6,211.85,-150.76,18.0,23.0,-147.0,2.1374,272.52,True
4,Backhand,82,0.2554,1.7964,-1.4526,141.66,214.11,-157.35,18.0,23.0,-147.0,2.3243,301.12,True
5,Backhand,109,0.2444,1.8119,-1.6016,180.36,208.86,-161.8,23.0,25.0,-133.0,2.4306,319.9,True
6,Backhand,128,0.5051,1.595,-1.7458,253.78,192.75,-160.71,23.0,25.0,-133.0,2.4181,356.91,True
7,Backhand,148,0.6924,1.2878,-1.6952,325.99,183.35,-135.68,23.0,25.0,-133.0,2.2387,397.86,True
8,Backhand,169,0.7906,1.0028,-1.5612,386.96,168.95,-82.15,23.0,25.0,-133.0,2.0169,430.15,True
9,Backhand,195,0.8665,0.5973,-1.2382,364.99,158.33,-47.67,21.0,22.0,-95.0,1.625,400.7,True
10,Backhand,214,0.8246,0.265,-0.9738,315.12,145.14,-26.43,21.0,22.0,-95.0,1.3032,347.95,True
11,Backhand,240,0.7573,-0.0363,-0.7262,264.95,128.97,-20.57,21.0,22.0,-95.0,1.0499,295.39,True
12,Backhand,260,0.7899,-0.2529,-0.5065,231.75,111.33,-23.32,21.0,22.0,-95.0,0.9718,258.16,True
13,Backhand,279,0.8352,-0.345,-0.3253,210.21,95.21,-30.46,21.0,22.0,-95.0,0.9604,232.77,True
14,Backhand,305,0.8445,-0.2993,-0.1859,164.79,66.41,-45.41,13.0,20.0,-64.0,0.915,183.38,True
15,Backhand,326,0.8384,-0.38,0.0182,121.15,43.58,-52.98,13.0,20.0,-64.0,0.9207,139.23,True
16,Backhand,347,0.8694,-0.3357,0.0845,56.88,20.45,-57.92,13.0,20.0,-64.0,0.9358,83.72,True
17,Backhand,371,0.9653,-0.2321,0.0737,-21.42,-2.38,-60.73,13.0,20.0,-64.0,0.9956,64.44,True
18,Backhand,393,1.0569,-0.2601,-0.0428,-77.7,-28.56,-60.91,15.0,17.0,-66.0,1.0893,102.78,True
19,Backhand,413,1.1604,-0.1277,-0.1974,-117.92,-83.01,-68.12,15.0,17.0,-66.0,1.184,159.48,True
20,Backhand,436,1.2788,0.1768,-0.4082,-149.84,-135.01,-76.6,15.0,17.0,-66.0,1.354,215.75,True
21,Backhand,456,1.89,0.3448,-0.7156,-175.35,-194.89,-82.46,15.0,17.0,-66.0,2.0502,274.82,True
22,Backhand,478,3.0217,0.1769,0.1171,-174.13,-299.93,-86.49,15.0,17.0,-66.0,3.0292,357.43,True
23,Backhand,2661,-0.1937,0.7095,-0.386,34.48,29.6,-9.46,26.0,8.0,-111.0,0.8306,46.42,True
24,Backhand,2928,0.2816,1.0726,-0.6705,-119.45,173.22,-32.35,26.0,5.0,-124.0,1.2959,212.88,True
25,Backhand,2969,0.3643,0.9639,-0.8652,-78.61,218.38,-9.46,26.0,5.0,-124.0,1.3455,232.3,True
26,Backhand,3014,0.2542,0.7584,-0.9021,-51.39,262.88,-49.99,28.0,11.0,-134.0,1.2056,272.48,True
27,Backhand,3057,0.0609,1.0267,-0.6915,-29.3,259.4,-56.64,28.0,11.0,-134.0,1.2394,267.12,True
28,Backhand,3102,-0.0404,1.053,-0.5568,27.95,225.4,-15.2,27.0,12.0,-133.0,1.1918,227.64,True
29,Backhand,3471,4.0,-0.5256,3.895,-110.9,-1510.86,80.14,23.0,-1.0,-110.0,5.6078,1517.05,True
30,Backhand,3494,3.4369,1.5159,2.5878,111.51,-1752.38,-48.52,23.0,-1.0,-110.0,4.5614,1756.59,True
31,Backhand,3520,0.6925,1.2048,-1.4252,65.67,-1767.88,-268.01,12.0,31.0,-61.0,1.9906,1789.29,True
32,Backhand,3540,0.6075,0.3519,-1.3214,-138.61,-1759.16,-283.87,12.0,31.0,-61.0,1.4964,1787.3,True
33,Backhand,3561,0.7499,0.4226,-0.8008,-251.89,-1759.28,-233.09,12.0,31.0,-61.0,1.1757,1792.44,True
34,Backhand,3585,0.3838,0.9167,-0.962,-307.92,-1758.48,-17.03,12.0,31.0,-61.0,1.3832,1785.32,True
35,Backhand,3607,0.403,1.3126,-1.0518,-309.45,-1757.14,151.25,21.0,-1.0,-129.0,1.7296,1790.58,True
36,Backhand,3633,0.4408,1.3501,-0.9788,-215.15,-1755.37,258.61,21.0,-1.0,-129.0,1.7248,1787.31,True
37,Backhand,3653,0.392,0.9832,-1.1128,-44.31,-1753.05,296.81,21.0,-1.0,-129.0,1.5358,1778.55,True
38,Backhand,3672,0.4764,0.9987,-1.2581,120.54,-1750.61,274.48,21.0,-1.0,-129.0,1.6754,1776.09,True
39,Backhand,3693,0.545,1.1187,-1.2864,255.31,-1747.74,119.45,21.0,-1.0,-129.0,1.7898,1770.33,True
40,Backhand,3716,0.6266,1.3831,-1.191,259.77,-1746.58,-20.2,16.0,25.0,-65.0,1.9298,1765.91,True
41,Backhand,3737,0.6038,1.0531,-1.1045,197.63,-1745.91,-124.82,16.0,25.0,-65.0,1.6412,1761.49,True
42,Backhand,3762,0.5991,0.7107,-0.9498,96.31,-1745.61,-185.79,16.0,25.0,-65.0,1.329,1758.1,True
43,Backhand,3782,0.531,0.7119,-0.8275,1.46,-1745.36,-211.0,16.0,25.0,-65.0,1.2139,1758.07,True
44,Backhand,3809,0.3767,0.8983,-0.8258,-75.93,-1745.12,-176.33,23.0,-1.0,-125.0,1.277,1755.65,True
45,Backhand,3829,0.274,0.9479,-0.9473,-144.84,-1744.26,-37.23,23.0,-1.0,-125.0,1.3678,1750.66,True
46,Backhand,3848,0.2949,0.6504,-1.0259,-132.45,-1743.41,60.42,23.0,-1.0,-125.0,1.25,1749.48,True
47,Backhand,3868,0.3602,0.3542,-1.1168,-79.9,-1741.88,136.41,23.0,-1.0,-125.0,1.2258,1749.04,True
48,Backhand,3893,0.5205,0.4498,-1.1891,-16.66,-1740.11,178.22,23.0,-1.0,-125.0,1.3738,1749.29,True
49,Backhand,3914,0.6248,0.6239,-1.1158,47.97,-1738.4,165.89,14.0,27.0,-75.0,1.4229,1746.96,True
50,Backhand,3933,0.6414,0.8628,-1.0277,142.94,-1735.9,73.73,14.0,27.0,-75.0,1.4873,1743.34,True
51,Backhand,3958,0.5498,0.7002,-0.9934,162.78,-1734.86,12.94,14.0,27.0,-75.0,1.3339,1742.53,True
52,Backhand,3977,0.5309,0.6339,-0.9073,141.48,-1734.07,-48.28,14.0,27.0,-75.0,1.2276,1740.5,True
53,Backhand,4004,0.4388,0.6782,-0.8335,108.28,-1733.52,-108.34,25.0,4.0,-129.0,1.1607,1740.27,True
54,Backhand,4025,0.2958,0.8207,-0.926,29.97,-1732.79,-131.47,25.0,4.0,-129.0,1.2722,1738.03,True
55,Backhand,4046,0.2954,0.8802,-1.0159,-36.8,-1732.67,-102.48,25.0,4.0,-129.0,1.3763,1736.08,True
56,Backhand,4070,0.3712,0.8583,-1.0674,-78.8,-1732.36,-63.6,25.0,4.0,-129.0,1.4191,1735.32,True
57,Backhand,4088,0.422,0.7637,-1.0917,-87.1,-1731.32,-20.26,25.0,4.0,-129.0,1.3975,1733.63,True
58,Backhand,4114,0.4889,0.7579,-1.1384,-81.18,-1730.16,31.31,15.0,20.0,-64.0,1.4524,1732.35,True
59,Backhand,4134,0.6141,0.8727,-1.0564,-53.04,-1728.21,79.71,15.0,20.0,-64.0,1.5016,1730.86,True
60,Backhand,4153,0.5966,1.0125,-0.9495,-31.8,-1727.6,89.11,15.0,20.0,-64.0,1.5108,1730.19,True
61,Backhand,4173,0.5175,1.056,-0.9172,42.05,-1725.4,102.23,15.0,20.0,-64.0,1.4914,1728.94,True
62,Backhand,4197,0.4686,0.9608,-0.9032,80.2,-1724.18,89.6,15.0,20.0,-64.0,1.3995,1728.37,True
63,Backhand,4219,0.4236,0.8132,-0.9141,100.59,-1723.02,48.1,25.0,5.0,-135.0,1.2947,1726.63,True
64,Backhand,4245,0.3254,0.8702,-0.9746,98.08,-1721.62,-22.71,25.0,5.0,-135.0,1.3465,1724.56,True
65,Backhand,4265,0.3392,0.8857,-1.0548,72.39,-1721.01,-55.24,25.0,5.0,-135.0,1.4185,1723.42,True
66,Backhand,4285,0.3918,0.8728,-1.1084,29.72,-1720.46,-72.39,25.0,5.0,-135.0,1.4642,1722.24,True
67,Backhand,4310,0.4644,0.8143,-1.1128,-10.38,-1719.85,-64.88,11.0,19.0,-59.0,1.455,1721.1,True
68,Backhand,4331,0.5227,0.7565,-1.0804,-40.04,-1718.87,-39.98,11.0,19.0,-59.0,1.4187,1719.8,True
69,Backhand,4352,0.5702,0.7533,-1.0259,-55.42,-1717.9,-8.48,11.0,19.0,-59.0,1.3946,1718.81,True
70,Backhand,4376,0.5328,0.8109,-0.9097,-42.91,-1716.37,41.5,11.0,19.0,-59.0,1.33,1717.41,True
71,Backhand,4398,0.4867,0.8658,-0.8718,-14.34,-1715.33,67.02,27.0,12.0,-140.0,1.3216,1716.7,True
72,Backhand,4424,0.42,0.7578,-0.9037,29.85,-1713.5,65.61,27.0,12.0,-140.0,1.2519,1715.02,True
73,Backhand,4444,0.3804,0.7343,-0.9276,58.72,-1712.34,43.03,27.0,12.0,-140.0,1.2427,1713.89,True
74,Backhand,4464,0.371,0.7528,-0.9972,75.13,-1711.24,9.09,27.0,12.0,-140.0,1.3034,1712.92,True
75,Backhand,4485,0.3986,0.8711,-1.0591,71.53,-1710.33,-26.43,27.0,12.0,-140.0,1.428,1712.03,True
76,Backhand,4510,0.4518,0.9012,-1.0819,53.1,-1709.47,-53.65,12.0,13.0,-57.0,1.4788,1711.14,True
77,Backhand,4530,0.4794,0.8947,-1.0502,30.03,-1708.56,-62.93,12.0,13.0,-57.0,1.4605,1709.98,True
78,Backhand,4554,0.4855,1.0228,-1.0017,-0.55,-1707.21,-33.14,12.0,13.0,-57.0,1.5117,1707.54,True
79,Backhand,4573,0.4927,1.0818,-0.9596,-15.08,-1706.48,4.09,12.0,13.0,-57.0,1.5277,1706.55,True
80,Backhand,4592,0.4757,1.1222,-0.9338,-20.14,-1705.51,43.46,12.0,13.0,-57.0,1.5355,1706.18,True
81,Backhand,4619,0.4686,1.1552,-0.9243,-14.65,-1704.35,70.56,24.0,16.0,-137.0,1.5519,1705.87,True
