sample_index,label,time_ms,ax,ay,az,gx,gy,gz,mx,my,mz,accel_mag,gyro_mag,wobble
0,Backhand,0,0.1143,0.4329,-0.08,140.14,105.35,127.87,26.0,18.0,-124.0,0.4548,216.99,False
1,Backhand,24,0.3342,1.1696,0.1122,37.17,101.44,9.46,22.0,26.0,-105.0,1.2215,108.45,False
2,Backhand,45,0.1252,1.4318,-0.0857,8.18,85.27,-44.92,22.0,26.0,-105.0,1.4398,96.72,False
3,Backhand,70,0.1393,1.3306,0.0629,10.93,51.64,-62.68,22.0,26.0,-105.0,1.3393,81.94,False
4,Backhand,90,0.24,1.2756,0.0558,10.74,47.97,-84.72,22.0,26.0,-105.0,1.2992,97.95,False
5,Backhand,110,0.1099,1.2557,0.0925,21.06,59.14,-100.46,22.0,26.0,-105.0,1.2639,118.47,False
6,Backhand,136,0.1833,1.224,0.0312,61.1,86.0,-53.96,22.0,21.0,-101.0,1.238,118.49,False
7,Backhand,157,0.0505,1.5179,-0.0972,110.66,94.85,60.73,22.0,21.0,-101.0,1.5219,157.89,False
8,Backhand,178,0.1158,1.1925,-0.0812,150.82,74.46,129.82,22.0,21.0,-101.0,1.2009,212.47,False
9,Backhand,201,-0.2056,0.5837,0.0787,142.64,82.28,117.74,22.0,21.0,-101.0,0.6239,202.43,False
10,Backhand,222,-0.1934,0.2716,0.152,92.22,98.69,87.16,16.0,26.0,-82.0,0.3664,160.76,False
11,Backhand,242,-0.3237,0.1825,0.1084,45.23,102.05,60.79,16.0,26.0,-82.0,0.3871,127.1,False
12,Backhand,268,-0.5767,0.2303,0.1246,22.28,120.97,53.53,16.0,26.0,-82.0,0.6333,134.15,False
13,Backhand,287,-0.5796,0.161,0.2305,4.94,154.17,63.6,16.0,26.0,-82.0,0.6442,166.85,False
14,Backhand,306,-0.3979,0.1844,0.3802,-32.65,176.09,68.73,16.0,26.0,-82.0,0.5805,191.82,False
15,Backhand,332,-0.2377,0.2184,0.4233,-60.12,174.62,72.27,13.0,29.0,-74.0,0.5323,198.32,False
16,Backhand,352,-0.2301,0.3129,0.3639,-75.44,165.47,71.66,13.0,29.0,-74.0,0.5322,195.46,False
17,Backhand,377,-0.3342,0.5952,0.3187,-61.77,162.23,67.5,13.0,29.0,-74.0,0.7534,186.26,False
18,Backhand,396,-0.52,0.7867,0.3395,-27.71,167.48,89.54,13.0,29.0,-74.0,1.0023,191.92,False
19,Backhand,418,-0.5868,0.7211,0.4242,7.87,178.04,130.43,11.0,31.0,-64.0,1.0219,220.85,False
20,Backhand,442,-0.6133,0.4269,0.4392,29.05,195.37,166.93,11.0,31.0,-64.0,0.8667,258.61,False
21,Backhand,462,-0.8524,0.6613,0.4384,16.66,208.44,179.87,11.0,31.0,-64.0,1.1645,275.82,False
