sample_index,label,time_ms,ax,ay,az,gx,gy,gz,mx,my,mz,accel_mag,gyro_mag,wobble
0,Scoober,0,-0.9048,0.0264,0.0242,-268.98,-66.59,96.07,3.0,39.0,-91.0,0.9055,293.28,False
1,Scoober,20,-0.8269,0.0049,-0.1174,-299.5,-85.45,139.83,3.0,39.0,-91.0,0.8352,341.4,False
2,Scoober,44,-0.9646,-0.061,-0.1421,-321.59,-101.75,188.72,3.0,39.0,-91.0,0.9769,386.51,False
3,Scoober,64,-1.1261,-0.4166,-0.0682,-275.94,-116.33,215.64,3.0,39.0,-91.0,1.2026,369.02,False
4,Scoober,90,-1.2039,-0.1097,-0.2257,-198.43,-110.84,198.61,-8.0,41.0,-107.0,1.2297,301.83,False
5,Scoober,110,-1.5731,-0.0289,-0.3234,-129.82,-145.08,99.98,-8.0,41.0,-107.0,1.6063,218.85,False
6,Scoober,131,-1.231,-0.3699,-0.2141,-99.79,-155.4,30.03,-8.0,41.0,-107.0,1.303,187.1,False
7,Scoober,156,-0.9844,-0.6171,-0.1696,-118.47,-138.24,6.77,-8.0,41.0,-107.0,1.1741,182.19,False
8,Scoober,177,-1.0684,-0.8545,-0.2886,-154.91,-142.82,18.68,-8.0,41.0,-107.0,1.3982,211.53,False
9,Scoober,202,-1.068,-0.8531,-0.3723,-164.73,-153.5,25.15,-9.0,35.0,-117.0,1.4167,226.57,False
10,Scoober,223,-1.098,-0.8612,-0.5393,-162.9,-155.82,-1.22,-9.0,35.0,-117.0,1.4961,225.43,False
11,Scoober,244,-1.1392,-0.9998,-0.5649,-153.5,-152.65,-16.85,-9.0,35.0,-117.0,1.6175,217.14,False
12,Scoober,269,-1.1094,-1.2307,-0.4998,-161.5,-154.97,-7.63,-9.0,35.0,-117.0,1.7306,223.95,False
13,Scoober,291,-1.1431,-1.4606,-0.4655,-184.75,-170.35,17.03,-14.0,33.0,-124.0,1.9122,251.88,False
14,Scoober,310,-1.2977,-1.5748,-0.4595,-192.14,-199.4,53.89,-14.0,33.0,-124.0,2.0917,282.1,False
15,Scoober,335,-1.4098,-1.5934,-0.3231,-177.49,-220.15,83.62,-14.0,33.0,-124.0,2.1519,294.89,False
16,Scoober,354,-1.2649,-1.6057,-0.338,-161.99,-236.21,116.46,-14.0,33.0,-124.0,2.0718,309.18,False
17,Scoober,375,-1.1851,-1.5295,-0.5011,-160.28,-240.66,129.52,-14.0,33.0,-124.0,1.9987,316.83,False
18,Scoober,401,-1.2822,-1.5543,-0.4597,-160.16,-233.03,132.63,-22.0,20.0,-125.0,2.0667,312.32,False
19,Scoober,422,-1.2565,-1.5142,-0.5586,-155.58,-219.3,154.72,-22.0,20.0,-125.0,2.0453,310.22,False
20,Scoober,446,-1.24,-1.4366,-0.5482,-154.36,-213.81,174.87,-22.0,20.0,-125.0,1.9754,316.41,False
21,Scoober,466,-1.1617,-1.2627,-0.4865,-166.02,-206.18,202.27,-22.0,20.0,-125.0,1.7834,333.14,False
22,Scoober,488,-1.0792,-1.0201,-0.4091,-187.81,-194.34,220.09,-37.0,-1.0,-118.0,1.5404,348.54,False
23,Scoober,512,-1.0358,-0.8394,-0.3024,-194.09,-175.42,207.82,-37.0,-1.0,-118.0,1.367,334.12,False
24,Scoober,530,-0.9658,-0.6655,-0.1729,-190.98,-162.78,191.65,-37.0,-1.0,-118.0,1.1856,315.75,False
25,Scoober,551,-0.8773,-0.4471,0.0616,-205.51,-150.82,178.16,-37.0,-1.0,-118.0,0.9866,311.0,False
26,Scoober,571,-0.8253,-0.2712,0.2352,-223.94,-137.7,160.28,-37.0,-1.0,-118.0,0.9,307.89,False
27,Scoober,596,-0.9285,-0.2002,0.4399,-234.62,-109.31,133.12,-38.0,-4.0,-88.0,1.0467,291.06,False
28,Scoober,617,-1.1176,-0.4613,0.9263,-254.7,-51.45,62.74,-38.0,-4.0,-88.0,1.5231,267.31,False
29,Scoober,638,-1.4146,-1.036,1.8245,-307.68,14.04,-61.71,-38.0,-4.0,-88.0,2.5304,314.12,False
30,Scoober,660,-2.1417,-1.4946,3.9999,-393.31,56.95,-163.7,-38.0,-4.0,-88.0,4.777,429.81,False
31,Scoober,679,-2.7755,-1.4138,3.9999,-510.8,99.98,-227.78,-38.0,-4.0,-88.0,5.0697,568.16,False
