sample_index,label,time_ms,ax,ay,az,gx,gy,gz,mx,my,mz,accel_mag,gyro_mag,wobble
0,Scoober,0,0.7822,0.8871,0.2683,136.84,108.22,-37.6,22.0,4.0,-97.0,1.2128,178.46,False
1,Scoober,21,0.8156,0.8983,0.4467,74.22,104.31,-9.7,18.0,4.0,-86.0,1.2929,128.39,False
2,Scoober,41,0.7253,0.7744,0.2632,47.42,100.22,5.13,18.0,4.0,-86.0,1.0932,110.99,False
3,Scoober,65,0.7151,0.7277,0.0968,68.05,98.82,7.2,18.0,4.0,-86.0,1.0248,120.2,False
4,Scoober,85,0.6787,0.7205,0.015,80.2,103.88,7.14,18.0,4.0,-86.0,0.9899,131.43,False
5,Scoober,111,0.6278,0.6899,-0.0396,88.56,112.18,4.03,13.0,2.0,-86.0,0.9337,142.98,False
6,Scoober,132,0.6725,0.6633,-0.0645,90.21,118.35,3.42,13.0,2.0,-86.0,0.9468,148.85,False
7,Scoober,153,0.7074,0.7172,-0.0228,87.95,117.61,1.53,13.0,2.0,-86.0,1.0076,146.87,False
8,Scoober,177,0.7169,0.7609,0.0223,86.49,114.62,-0.43,13.0,2.0,-86.0,1.0457,143.59,False
9,Scoober,199,0.724,0.7816,0.0277,86.73,111.15,-2.99,13.0,2.0,-86.0,1.0658,141.01,False
10,Scoober,225,0.7126,0.7845,0.0129,91.55,109.07,-7.51,15.0,2.0,-77.0,1.06,142.6,False
11,Scoober,244,0.6863,0.7651,-0.0284,108.64,108.83,-17.76,15.0,2.0,-77.0,1.0282,154.8,False
12,Scoober,264,0.6799,0.7526,-0.047,122.8,108.95,-24.35,15.0,2.0,-77.0,1.0153,165.96,False
13,Scoober,285,0.6613,0.7269,-0.0282,135.5,108.58,-27.59,15.0,2.0,-77.0,0.9831,175.81,False
14,Scoober,310,0.6603,0.7207,-0.0342,149.11,106.87,-28.69,11.0,-1.0,-76.0,0.978,185.68,False
15,Scoober,330,0.662,0.7012,-0.0477,168.03,103.7,-30.76,11.0,-1.0,-76.0,0.9655,199.83,False
16,Scoober,355,0.6252,0.6726,-0.0573,206.18,94.85,-31.98,11.0,-1.0,-76.0,0.9201,229.19,False
17,Scoober,376,0.6326,0.678,-0.0443,238.04,85.63,-31.56,11.0,-1.0,-76.0,0.9283,254.93,False
18,Scoober,396,0.6652,0.6912,-0.0004,272.58,73.3,-30.09,11.0,-1.0,-76.0,0.9592,283.87,False
19,Scoober,423,0.7676,0.6753,0.1222,302.73,60.67,-24.96,1.0,-5.0,-64.0,1.0296,309.76,False
20,Scoober,443,0.8262,0.637,0.2164,328.86,37.54,-10.99,1.0,-5.0,-64.0,1.0654,331.18,False
21,Scoober,462,0.8356,0.6227,0.3169,339.54,18.92,-1.95,1.0,-5.0,-64.0,1.0892,340.07,False
22,Scoober,487,0.828,0.6063,0.4286,350.65,1.59,5.55,1.0,-5.0,-64.0,1.1122,350.69,False
23,Scoober,509,0.8882,0.5516,0.4796,362.79,-14.83,11.23,-16.0,-5.0,-47.0,1.1503,363.27,False
24,Scoober,533,1.0905,0.4789,0.5094,383.3,-36.25,6.77,-16.0,-5.0,-47.0,1.2953,385.07,False
25,Scoober,554,1.2192,0.4266,0.7,406.43,-48.89,-0.98,-16.0,-5.0,-47.0,1.4692,409.36,False
26,Scoober,575,1.3983,0.1924,0.9303,432.98,-66.53,-14.04,-16.0,-5.0,-47.0,1.6905,438.29,False
27,Scoober,600,1.5585,-0.0134,1.1185,459.47,-88.68,-32.17,-16.0,-5.0,-47.0,1.9184,469.06,False
28,Scoober,621,1.677,-0.188,1.2957,490.05,-111.88,-55.36,-36.0,-1.0,-39.0,2.1275,505.7,False
29,Scoober,641,2.0016,-0.5302,1.4635,498.35,-160.1,-93.02,-36.0,-1.0,-39.0,2.5356,531.64,False
30,Scoober,668,2.2349,-0.6174,1.4727,486.02,-208.01,-123.66,-36.0,-1.0,-39.0,2.7467,542.93,False
31,Scoober,689,2.1559,-0.8243,1.4565,474.73,-259.7,-151.49,-36.0,-1.0,-39.0,2.7293,561.93,False
32,Scoober,713,1.8169,-1.1011,1.2828,429.63,-306.52,-198.49,-47.0,12.0,-57.0,2.4818,563.85,False
33,Scoober,734,1.6858,-0.8856,0.9886,376.59,-317.99,-217.16,-47.0,12.0,-57.0,2.1456,538.61,False
34,Scoober,758,1.4965,-0.4501,0.6957,344.6,-318.18,-205.08,-47.0,12.0,-57.0,1.7105,511.9,False
35,Scoober,779,1.2045,-0.2395,0.4589,348.75,-307.5,-177.55,-47.0,12.0,-57.0,1.311,497.7,False
36,Scoober,800,0.9956,-0.24,0.2667,370.42,-293.46,-156.8,-47.0,12.0,-57.0,1.0583,497.91,False
37,Scoober,826,0.9176,-0.3774,0.0049,366.52,-274.17,-139.71,-35.0,20.0,-100.0,0.9922,478.56,False
38,Scoober,845,0.8529,-0.3601,-0.0359,324.77,-261.23,-118.71,-35.0,20.0,-100.0,0.9265,433.37,False
39,Scoober,871,0.8757,-0.2255,-0.1519,277.71,-239.5,-80.26,-35.0,20.0,-100.0,0.917,375.4,False
40,Scoober,891,0.8494,-0.1836,-0.4236,229.37,-204.53,-30.46,-35.0,20.0,-100.0,0.9667,308.82,False
41,Scoober,912,1.0983,-0.2438,-0.5612,178.89,-129.46,36.19,-25.0,13.0,-127.0,1.2572,223.77,False
42,Scoober,935,1.8131,-0.5294,-0.7042,151.98,-56.4,96.07,-25.0,13.0,-127.0,2.0158,188.43,False
43,Scoober,956,3.0212,-1.0393,-1.0905,119.51,25.94,205.87,-25.0,13.0,-127.0,3.376,239.45,False
44,Scoober,977,4.0,-0.9982,-2.3032,101.2,76.48,380.86,-25.0,13.0,-127.0,4.7224,401.43,False
45,Scoober,1001,3.9998,-1.3828,-4.0,203.92,94.42,503.78,-25.0,13.0,-127.0,5.8232,551.63,False
46,Scoober,1023,3.9901,-1.0653,-4.0,434.02,696.23,506.1,-11.0,8.0,-138.0,5.7494,963.98,False
47,Scoober,1041,4.0,-1.5658,-3.9816,-58.41,1609.68,823.67,-11.0,8.0,-138.0,5.857,1809.12,False
48,Scoober,1066,4.0,-1.1952,-4.0,-658.51,2000.0,569.52,-11.0,8.0,-138.0,5.7817,2181.28,False
49,Scoober,1086,3.2764,-0.0819,-3.4272,-611.94,1998.84,-301.21,-11.0,8.0,-138.0,4.7421,2112.0,False
50,Scoober,1113,1.4749,-0.5227,-2.1545,225.4,1994.69,-718.63,-35.0,-6.0,-54.0,2.6628,2132.14,False
51,Scoober,1133,1.2101,-1.0431,-3.0168,596.07,1998.35,-434.88,-35.0,-6.0,-54.0,3.4138,2130.22,False
52,Scoober,1154,0.8279,-0.0209,-3.0651,578.43,2000.0,111.63,-35.0,-6.0,-54.0,3.175,2084.96,False
53,Scoober,1178,0.8264,-0.4613,-2.744,210.21,2000.0,550.42,-35.0,-6.0,-54.0,2.9027,2084.98,False
54,Scoober,1199,0.9703,-0.9722,-2.3488,-291.93,2000.0,624.39,-35.0,-6.0,-54.0,2.7209,2115.44,False
55,Scoober,1225,1.382,-0.0856,-2.3009,-584.78,2000.0,267.94,-44.0,12.0,-29.0,2.6854,2100.89,False
56,Scoober,1246,1.6884,-0.5492,-2.6652,-408.51,1998.05,-505.37,-44.0,12.0,-29.0,3.2024,2101.06,False
57,Scoober,1263,1.4006,-1.4706,-2.7523,45.29,1997.31,-701.54,-44.0,12.0,-29.0,3.4205,2117.42,False
58,Scoober,1288,0.8058,-0.5607,-2.8215,422.73,1998.35,-431.95,-44.0,12.0,-29.0,2.9874,2087.75,False
59,Scoober,1310,0.7108,-0.2087,-2.6678,509.16,2000.0,85.08,-36.0,34.0,-83.0,2.7688,2065.55,False
60,Scoober,1329,1.1676,-1.0552,-2.3676,47.12,2000.0,589.11,-36.0,34.0,-83.0,2.8429,2085.49,False
61,Scoober,1350,1.5421,-0.3615,-2.4198,-343.51,2000.0,408.87,-36.0,34.0,-83.0,2.8921,2070.07,False
62,Scoober,1370,1.5916,-0.1705,-2.5835,-473.88,2000.0,195.37,-36.0,34.0,-83.0,3.0392,2064.64,False
63,Scoober,1390,1.5541,-0.7784,-2.8173,-372.13,1998.17,-473.51,-36.0,34.0,-83.0,3.3103,2086.95,False
64,Scoober,1416,1.0242,-1.1628,-2.7029,5.49,1997.74,-581.54,-35.0,15.0,-112.0,3.1156,2080.67,False
65,Scoober,1436,0.709,-0.3173,-2.5081,356.75,1998.84,-307.01,-35.0,15.0,-112.0,2.6256,2053.51,False
66,Scoober,1461,0.8767,-0.662,-2.3972,372.92,2000.0,322.63,-35.0,15.0,-112.0,2.6369,2059.89,False
67,Scoober,1482,1.4207,-1.0133,-2.4923,49.01,2000.0,473.63,-35.0,15.0,-112.0,3.0425,2055.9,False
68,Scoober,1504,1.5085,-0.5073,-2.7285,-329.83,2000.0,276.73,-36.0,-4.0,-87.0,3.1588,2045.82,False
69,Scoober,1528,1.3929,-0.7891,-2.8835,-496.09,1999.57,-115.66,-36.0,-4.0,-87.0,3.2981,2063.44,False
70,Scoober,1548,1.1881,-1.2128,-2.7255,-340.09,1998.29,-442.63,-36.0,-4.0,-87.0,3.211,2074.79,False
71,Scoober,1568,0.8967,-0.6875,-2.4108,230.59,1998.6,-370.42,-36.0,-4.0,-87.0,2.6624,2045.67,False
72,Scoober,1592,0.9747,-0.7177,-2.2959,439.39,1999.94,-16.11,-36.0,-4.0,-87.0,2.5954,2047.7,False
73,Scoober,1614,1.2744,-1.0486,-2.5035,331.54,2000.0,306.7,-46.0,6.0,-49.0,2.9986,2050.36,False
74,Scoober,1640,1.4115,-0.6967,-2.7101,-22.16,2000.0,380.74,-46.0,6.0,-49.0,3.134,2036.04,False
75,Scoober,1658,1.3108,-0.6097,-2.847,-370.73,2000.0,182.74,-46.0,6.0,-49.0,3.1931,2042.26,False
76,Scoober,1677,1.1766,-1.0612,-2.791,-482.91,1999.39,-157.1,-46.0,6.0,-49.0,3.2094,2062.87,False
77,Scoober,1698,1.0574,-0.9502,-2.4692,-83.68,1998.35,-431.76,-46.0,6.0,-49.0,2.8492,2046.17,False
78,Scoober,1723,1.0188,-0.5187,-2.1907,112.98,1998.47,-393.62,-47.0,27.0,-64.0,2.471,2040.0,False
79,Scoober,1743,1.1534,-0.9932,-2.3844,438.23,2000.0,26.06,-47.0,27.0,-64.0,2.8288,2047.61,False
80,Scoober,1762,1.3002,-0.9927,-2.6753,262.21,2000.0,287.23,-47.0,27.0,-64.0,3.1358,2037.46,False
81,Scoober,1786,1.267,-0.5842,-2.8101,-110.11,2000.0,323.85,-47.0,27.0,-64.0,3.1373,2029.04,False
82,Scoober,1808,1.1229,-0.8457,-2.7725,-410.71,2000.0,118.1,-41.0,17.0,-91.0,3.1085,2045.15,False
