sample_index,label,time_ms,ax,ay,az,gx,gy,gz,mx,my,mz,accel_mag,gyro_mag,wobble
0,Backhand,0,-0.8314,0.9926,0.291,-19.9,25.02,-166.02,16.0,33.0,-90.0,1.3271,169.07,False
1,Backhand,20,-0.6292,0.8373,0.2566,-30.82,48.83,-132.69,16.0,33.0,-90.0,1.0783,144.71,False
2,Backhand,42,-0.632,0.6514,0.1992,-38.76,50.29,-105.41,16.0,33.0,-90.0,0.9292,123.05,False
3,Backhand,63,-0.7596,0.4772,0.3611,-40.89,36.32,-76.23,16.0,33.0,-90.0,0.967,93.82,False
4,Backhand,84,-0.5535,0.4534,0.3303,-41.32,41.81,-44.01,16.0,33.0,-90.0,0.788,73.43,False
5,Backhand,111,-0.4061,0.3282,0.0339,-31.56,52.67,-32.71,19.0,26.0,-94.0,0.5233,69.57,False
6,Backhand,132,-0.2844,0.1055,-0.0059,-23.32,64.64,-24.72,19.0,26.0,-94.0,0.3034,73.02,False
7,Backhand,152,-0.1873,-0.0038,-0.1632,-19.9,81.3,-18.8,19.0,26.0,-94.0,0.2484,85.78,False
8,Backhand,177,-0.168,-0.0068,-0.1774,-18.68,98.14,-17.76,19.0,26.0,-94.0,0.2444,101.47,False
9,Backhand,198,-0.2251,0.0078,-0.0913,-22.89,105.35,-9.4,20.0,28.0,-89.0,0.243,108.21,False
10,Backhand,223,-0.4247,0.079,0.0503,-42.3,112.55,23.13,20.0,28.0,-89.0,0.4349,122.44,False
11,Backhand,243,-0.3585,0.1533,0.1151,-57.8,113.65,54.87,20.0,28.0,-89.0,0.4066,138.81,False
12,Backhand,263,-0.3676,0.2236,0.0992,-74.4,107.54,90.39,20.0,28.0,-89.0,0.4415,158.97,False
13,Backhand,288,-0.6177,0.2058,0.1156,-92.47,104.98,120.36,20.0,28.0,-89.0,0.6612,184.55,False
14,Backhand,308,-0.6954,0.3182,0.0594,-109.5,105.9,139.59,16.0,31.0,-88.0,0.7671,206.61,False
15,Backhand,329,-0.7158,0.4738,0.0142,-113.53,114.07,147.95,16.0,31.0,-88.0,0.8585,218.61,False
16,Backhand,352,-0.7491,0.5406,-0.0171,-108.15,120.12,145.94,16.0,31.0,-88.0,0.924,217.77,False
17,Backhand,373,-0.7981,0.5986,-0.0466,-99.49,128.6,139.83,16.0,31.0,-88.0,0.9987,214.45,False
18,Backhand,393,-0.8682,0.7137,-0.0754,-97.29,139.47,135.13,16.0,31.0,-88.0,1.1264,217.2,False
19,Backhand,421,-0.9974,0.8416,-0.0938,-103.33,165.1,127.99,9.0,38.0,-81.0,1.3084,233.06,False
20,Backhand,442,-1.089,0.8892,-0.131,-108.46,185.36,118.47,9.0,38.0,-81.0,1.412,245.27,False
21,Backhand,462,-0.8768,1.0144,-0.0486,-106.32,193.54,102.66,9.0,38.0,-81.0,1.3417,243.52,False
22,Backhand,486,-1.0952,1.2207,-0.007,-104.0,198.06,87.59,9.0,38.0,-81.0,1.64,240.24,False
23,Backhand,506,-1.2111,1.4374,-0.0135,-104.0,208.37,68.73,3.0,37.0,-73.0,1.8796,242.82,False
24,Backhand,532,-1.2407,1.5914,0.027,-118.77,222.11,34.73,3.0,37.0,-73.0,2.0181,254.25,False
25,Backhand,552,-1.3358,1.5886,0.0953,-134.4,230.59,3.78,3.0,37.0,-73.0,2.0778,266.93,False
