sample_index,label,time_ms,ax,ay,az,gx,gy,gz,mx,my,mz,accel_mag,gyro_mag,wobble
0,Backhand,0,0.6135,0.8562,-1.2095,15.08,-1923.95,21.55,16.0,23.0,-64.0,1.6038,1924.13,False
1,Backhand,19,0.5936,0.7812,-1.1858,8.54,-1922.67,38.39,16.0,23.0,-64.0,1.5391,1923.07,False
2,Backhand,46,0.5453,0.6786,-1.1713,10.38,-1921.69,46.2,26.0,0.0,-123.0,1.4593,1922.28,False
3,Backhand,64,0.5031,0.6593,-1.2098,18.74,-1920.53,47.42,26.0,0.0,-123.0,1.4668,1921.21,False
4,Backhand,88,0.5264,0.6993,-1.3033,25.94,-1919.68,40.41,26.0,0.0,-123.0,1.57,1920.28,False
5,Backhand,108,0.5542,0.7377,-1.302,35.95,-1918.4,20.39,26.0,0.0,-123.0,1.5958,1918.84,False
6,Backhand,126,0.5723,0.7645,-1.2863,40.04,-1917.97,14.4,26.0,0.0,-123.0,1.602,1918.44,False
7,Backhand,152,0.6132,0.734,-1.2854,43.88,-1916.44,6.29,16.0,28.0,-76.0,1.6022,1916.96,False
8,Backhand,168,0.6205,0.7061,-1.2457,30.76,-1915.59,8.85,16.0,28.0,-76.0,1.5606,1915.86,False
9,Backhand,186,0.595,0.7301,-1.1973,14.71,-1914.61,19.96,16.0,28.0,-76.0,1.5233,1914.77,False
10,Backhand,210,0.5654,0.7413,-1.1862,4.27,-1913.57,33.75,16.0,28.0,-76.0,1.5087,1913.88,False
11,Backhand,227,0.5303,0.7156,-1.2068,-1.59,-1912.54,42.79,16.0,28.0,-76.0,1.4999,1913.02,False
12,Backhand,251,0.5198,0.6858,-1.2286,-0.06,-1911.56,44.62,24.0,-6.0,-111.0,1.5,1912.08,False
13,Backhand,271,0.5312,0.7141,-1.2574,10.31,-1910.52,38.64,24.0,-6.0,-111.0,1.5406,1910.94,False
14,Backhand,288,0.5585,0.7734,-1.2712,26.79,-1909.42,27.53,24.0,-6.0,-111.0,1.5894,1909.81,False
15,Backhand,310,0.5776,0.798,-1.2686,42.6,-1908.39,16.54,24.0,-6.0,-111.0,1.6061,1908.93,False
16,Backhand,330,0.5859,0.8037,-1.2583,50.05,-1907.53,10.38,24.0,-6.0,-111.0,1.6039,1908.22,False
17,Backhand,356,0.5812,0.7781,-1.2333,46.87,-1906.68,12.94,19.0,27.0,-90.0,1.5698,1907.3,False
18,Backhand,374,0.568,0.7882,-1.2097,34.48,-1905.64,21.73,19.0,27.0,-90.0,1.5515,1906.08,False
19,Backhand,394,0.5514,0.7709,-1.2008,17.03,-1904.72,31.31,19.0,27.0,-90.0,1.5298,1905.06,False
20,Backhand,416,0.5281,0.7336,-1.2147,2.99,-1903.81,37.23,19.0,27.0,-90.0,1.5141,1904.17,False
21,Backhand,435,0.5272,0.7188,-1.2185,-2.56,-1902.95,38.21,18.0,-5.0,-99.0,1.5097,1903.34,False
22,Backhand,458,0.5162,0.6987,-1.2429,12.51,-1901.49,33.33,18.0,-5.0,-99.0,1.5164,1901.82,False
23,Backhand,476,0.5537,0.7021,-1.2626,20.87,-1900.94,31.49,18.0,-5.0,-99.0,1.5472,1901.32,False
24,Backhand,501,0.5974,0.7742,-1.2344,44.8,-1899.35,18.49,18.0,-5.0,-99.0,1.5748,1899.97,False
25,Backhand,533,0.5439,0.8348,-1.1799,58.17,-1897.83,15.69,18.0,-5.0,-99.0,1.5444,1898.78,False
26,Backhand,561,0.5071,0.827,-1.2186,45.41,-1896.42,31.01,20.0,32.0,-96.0,1.5576,1897.22,False
27,Backhand,606,0.538,0.8038,-1.2577,4.15,-1894.9,37.35,20.0,32.0,-96.0,1.5866,1895.27,False
28,Backhand,648,0.571,0.8334,-1.2131,1.46,-1891.72,20.45,14.0,-6.0,-85.0,1.5787,1891.83,False
29,Backhand,686,1.165,1.8284,-1.9207,35.77,-1829.35,-66.89,14.0,-6.0,-85.0,2.8964,1830.92,False
30,Backhand,709,4.0,1.4235,-3.8262,105.71,-1238.53,-51.15,14.0,-6.0,-85.0,5.7154,1244.08,False
31,Backhand,730,1.8474,2.2998,-0.7611,186.95,-550.9,-145.2,14.0,-6.0,-85.0,3.0465,599.61,False
32,Backhand,755,-1.5303,3.0343,2.9679,255.43,-322.45,31.49,6.0,24.0,-48.0,4.5119,412.57,False
33,Backhand,775,-0.8298,1.3544,1.2479,267.27,-355.96,117.43,6.0,24.0,-48.0,2.02,460.36,False
34,Backhand,800,-0.4178,2.2135,1.5391,120.73,-300.9,64.15,6.0,24.0,-48.0,2.7282,330.5,False
35,Backhand,821,-0.3057,2.0132,1.9371,-23.01,-260.93,13.0,6.0,24.0,-48.0,2.8105,262.26,False
36,Backhand,846,-0.0663,1.8163,1.9794,-70.62,-222.84,-15.69,5.0,33.0,-59.0,2.6872,234.29,False
