sample_index,label,time_ms,ax,ay,az,gx,gy,gz,mx,my,mz,accel_mag,gyro_mag,wobble
0,Hammer,0,-0.0085,0.835,-0.599,18.55,-43.88,25.7,22.0,24.0,-134.0,1.0276,54.13,False
1,Hammer,20,-0.0868,0.8479,-0.3452,38.76,-33.94,32.53,22.0,24.0,-134.0,0.9196,60.93,False
2,Hammer,44,-0.1329,0.9515,-0.4644,33.75,-27.16,13.49,22.0,24.0,-134.0,1.0671,45.37,False
3,Hammer,66,-0.2626,1.0543,-0.5504,20.08,-32.35,-5.62,20.0,24.0,-135.0,1.218,38.49,False
4,Hammer,90,-0.2216,1.1078,-0.6135,-1.4,-38.88,-23.62,20.0,24.0,-135.0,1.2856,45.51,False
5,Hammer,110,-0.2198,1.1298,-0.6614,-23.5,-43.46,-44.56,20.0,24.0,-135.0,1.3274,66.53,False
6,Hammer,131,-0.1927,1.1587,-0.7625,-47.55,-46.69,-57.5,20.0,24.0,-135.0,1.4004,88.01,False
7,Hammer,157,-0.0918,1.1337,-0.9031,-91.55,-43.46,-64.51,21.0,20.0,-141.0,1.4523,120.14,False
8,Hammer,178,-0.0554,1.1544,-0.91,-120.73,-39.25,-72.88,21.0,20.0,-141.0,1.471,146.38,False
9,Hammer,202,0.0105,1.0643,-1.2251,-147.4,-44.37,-82.82,21.0,20.0,-141.0,1.6229,174.8,False
10,Hammer,222,0.1849,0.7939,-1.4818,-200.93,-88.81,-93.38,21.0,20.0,-141.0,1.6912,238.7,False
11,Hammer,242,0.2494,0.8599,-1.5917,-243.53,-142.21,-102.6,21.0,20.0,-141.0,1.8262,300.1,False
12,Hammer,269,0.2141,1.0319,-1.5511,-269.65,-181.82,-119.69,17.0,12.0,-154.0,1.8753,346.55,False
13,Hammer,289,0.1875,1.0957,-1.5116,-279.48,-208.13,-140.2,17.0,12.0,-154.0,1.8763,375.61,False
14,Hammer,310,0.2095,1.1084,-1.4901,-280.46,-228.21,-161.19,17.0,12.0,-154.0,1.8689,395.88,False
15,Hammer,334,0.2305,1.0808,-1.4426,-291.38,-251.89,-191.71,17.0,12.0,-154.0,1.8173,430.24,False
16,Hammer,356,0.2423,1.0236,-1.37,-310.42,-259.52,-207.82,-5.0,-1.0,-148.0,1.7272,454.87,False
17,Hammer,381,0.2498,0.9631,-1.2534,-327.64,-254.21,-212.65,-5.0,-1.0,-148.0,1.6003,466.03,False
18,Hammer,401,0.4778,0.8674,-1.0404,-335.02,-229.13,-215.58,-5.0,-1.0,-148.0,1.4364,459.58,False
19,Hammer,421,0.588,0.7659,-0.9716,-325.74,-190.92,-218.32,-5.0,-1.0,-148.0,1.3698,436.15,False
20,Hammer,441,0.6501,0.7015,-0.9419,-270.81,-137.82,-198.97,-5.0,-1.0,-148.0,1.3424,363.21,False
21,Hammer,467,0.7968,0.5073,-0.8484,-229.43,-113.65,-178.34,-30.0,-2.0,-115.0,1.2696,312.03,False
22,Hammer,488,0.8121,0.4012,-0.7684,-196.53,-103.7,-154.3,-30.0,-2.0,-115.0,1.1879,270.53,False
23,Hammer,512,0.795,0.3472,-0.5306,-176.51,-105.71,-123.17,-30.0,-2.0,-115.0,1.017,239.8,False
24,Hammer,533,0.7804,0.3068,-0.4003,-180.18,-104.98,-120.79,-30.0,-2.0,-115.0,0.9292,240.99,False
25,Hammer,556,0.8313,0.267,-0.408,-181.09,-88.87,-131.47,-43.0,0.0,-93.0,0.9637,240.78,False
26,Hammer,580,0.957,0.1229,-0.6353,-180.79,-73.73,-138.85,-43.0,0.0,-93.0,1.1552,239.58,False
27,Hammer,601,1.1016,-0.0651,-1.0533,-202.21,-90.03,-128.97,-43.0,0.0,-93.0,1.5255,256.18,False
