sample_index,label,time_ms,ax,ay,az,gx,gy,gz,mx,my,mz,accel_mag,gyro_mag,wobble
0,Scoober,0,0.8632,0.0533,-0.0563,107.79,-75.32,-241.46,5.0,-11.0,-95.0,0.8666,274.94,False
1,Scoober,20,0.8054,0.0824,-0.0657,110.72,-82.95,-226.2,5.0,-11.0,-95.0,0.8123,265.15,False
2,Scoober,41,0.7899,0.0424,-0.0402,116.94,-85.27,-199.34,5.0,-11.0,-95.0,0.7921,246.34,False
3,Scoober,67,0.8296,-0.0842,-0.0225,121.15,-85.27,-158.39,-9.0,-14.0,-75.0,0.8342,216.88,False
4,Scoober,87,0.7549,-0.1969,-0.0273,116.76,-81.48,-139.65,-9.0,-14.0,-75.0,0.7806,199.43,False
5,Scoober,112,0.7372,-0.1246,-0.0472,117.37,-72.08,-113.04,-9.0,-14.0,-75.0,0.7491,178.18,False
6,Scoober,132,0.7361,-0.0533,-0.0525,122.31,-68.97,-103.15,-9.0,-14.0,-75.0,0.7399,174.23,False
7,Scoober,154,0.7455,-0.089,-0.0697,133.85,-62.44,-86.73,-24.0,-13.0,-66.0,0.754,171.28,False
8,Scoober,177,0.7261,-0.0758,-0.0831,149.84,-57.92,-76.35,-24.0,-13.0,-66.0,0.7347,177.87,False
9,Scoober,198,0.7224,-0.0541,-0.1023,159.3,-56.34,-71.78,-24.0,-13.0,-66.0,0.7316,183.58,False
10,Scoober,218,0.7441,-0.0972,-0.1248,163.51,-53.47,-61.16,-24.0,-13.0,-66.0,0.7608,182.58,False
11,Scoober,242,0.7839,-0.3077,-0.0797,146.06,-43.76,-14.71,-24.0,-13.0,-66.0,0.8459,153.18,False
12,Scoober,264,0.6885,-0.2101,-0.1282,143.8,-32.41,18.19,-28.0,-10.0,-57.0,0.7311,148.52,False
13,Scoober,283,0.7577,-0.0957,-0.1893,148.07,-26.12,27.53,-28.0,-10.0,-57.0,0.7868,152.86,False
14,Scoober,309,0.9996,-0.0886,-0.1823,155.52,-38.88,19.35,-28.0,-10.0,-57.0,1.02,161.47,False
15,Scoober,329,0.9813,-0.3424,-0.1422,151.43,-54.75,14.34,-28.0,-10.0,-57.0,1.049,161.66,False
16,Scoober,354,0.8879,-0.3492,-0.1106,138.43,-60.0,37.54,-26.0,-13.0,-61.0,0.9605,155.47,False
17,Scoober,375,0.9508,-0.324,-0.1024,136.29,-61.77,57.31,-26.0,-13.0,-61.0,1.0097,160.24,False
18,Scoober,395,1.0223,-0.4393,-0.0675,132.93,-65.0,62.74,-26.0,-13.0,-61.0,1.1148,160.73,False
19,Scoober,420,1.0195,-0.4783,-0.072,130.92,-71.59,47.67,-26.0,-13.0,-61.0,1.1284,156.65,False
20,Scoober,440,1.0377,-0.5146,-0.0824,129.88,-79.65,29.54,-26.0,-13.0,-61.0,1.1613,155.2,False
21,Scoober,466,1.0764,-0.6292,-0.0204,127.14,-85.94,28.2,-31.0,-14.0,-59.0,1.247,156.03,False
22,Scoober,484,1.1521,-0.8098,0.0398,125.06,-91.37,32.47,-31.0,-14.0,-59.0,1.4088,158.25,False
23,Scoober,504,1.2556,-0.9131,-0.0117,123.29,-99.24,13.98,-31.0,-14.0,-59.0,1.5526,158.89,False
24,Scoober,525,1.2581,-1.0525,0.0043,123.84,-111.21,-14.65,-31.0,-14.0,-59.0,1.6403,167.09,False
25,Scoober,551,1.2764,-1.2482,0.1053,128.23,-122.74,-33.14,-37.0,-6.0,-51.0,1.7883,180.58,False
26,Scoober,571,1.3916,-1.4324,0.168,133.73,-129.76,-41.99,-37.0,-6.0,-51.0,2.0041,191.01,False
27,Scoober,596,1.5846,-1.5929,0.0879,143.49,-134.95,-72.08,-37.0,-6.0,-51.0,2.2486,209.76,False
