sample_index,throw_id,label,time_ms,ax,ay,az,gx,gy,gz,mx,my,mz,accel_mag,gyro_mag,wobble
0,2,Backhand,0,0.6135,0.8562,-1.2095,15.08,-1923.95,21.55,16.0,23.0,-64.0,1.6038,1924.13,false
1,2,Backhand,19,0.5936,0.7812,-1.1858,8.54,-1922.67,38.39,16.0,23.0,-64.0,1.5391,1923.07,false
2,2,Backhand,46,0.5453,0.6786,-1.1713,10.38,-1921.69,46.2,26.0,0.0,-123.0,1.4593,1922.28,false
3,2,Backhand,64,0.5031,0.6593,-1.2098,18.74,-1920.53,47.42,26.0,0.0,-123.0,1.4668,1921.21,false
4,2,Backhand,88,0.5264,0.6993,-1.3033,25.94,-1919.68,40.41,26.0,0.0,-123.0,1.57,1920.28,false
5,2,Backhand,108,0.5542,0.7377,-1.302,35.95,-1918.4,20.39,26.0,0.0,-123.0,1.5958,1918.84,false
6,2,Backhand,126,0.5723,0.7645,-1.2863,40.04,-1917.97,14.4,26.0,0.0,-123.0,1.602,1918.44,false
7,2,Backhand,152,0.6132,0.734,-1.2854,43.88,-1916.44,6.29,16.0,28.0,-76.0,1.6022,1916.96,false
8,2,Backhand,168,0.6205,0.7061,-1.2457,30.76,-1915.59,8.85,16.0,28.0,-76.0,1.5606,1915.86,false
9,2,Backhand,186,0.595,0.7301,-1.1973,14.71,-1914.61,19.96,16.0,28.0,-76.0,1.5233,1914.77,false
10,2,Backhand,210,0.5654,0.7413,-1.1862,4.27,-1913.57,33.75,16.0,28.0,-76.0,1.5087,1913.88,false
11,2,Backhand,227,0.5303,0.7156,-1.2068,-1.59,-1912.54,42.79,16.0,28.0,-76.0,1.4999,1913.02,false
12,2,Backhand,251,0.5198,0.6858,-1.2286,-0.06,-1911.56,44.62,24.0,-6.0,-111.0,1.5,1912.08,false
13,2,Backhand,271,0.5312,0.7141,-1.2574,10.31,-1910.52,38.64,24.0,-6.0,-111.0,1.5406,1910.94,false
14,2,Backhand,288,0.5585,0.7734,-1.2712,26.79,-1909.42,27.53,24.0,-6.0,-111.0,1.5894,1909.81,false
15,2,Backhand,310,0.5776,0.798,-1.2686,42.6,-1908.39,16.54,24.0,-6.0,-111.0,1.6061,1908.93,false
16,2,Backhand,330,0.5859,0.8037,-1.2583,50.05,-1907.53,10.38,24.0,-6.0,-111.0,1.6039,1908.22,false
17,2,Backhand,356,0.5812,0.7781,-1.2333,46.87,-1906.68,12.94,19.0,27.0,-90.0,1.5698,1907.3,false
18,2,Backhand,374,0.568,0.7882,-1.2097,34.48,-1905.64,21.73,19.0,27.0,-90.0,1.5515,1906.08,false
19,2,Backhand,394,0.5514,0.7709,-1.2008,17.03,-1904.72,31.31,19.0,27.0,-90.0,1.5298,1905.06,false
20,2,Backhand,416,0.5281,0.7336,-1.2147,2.99,-1903.81,37.23,19.0,27.0,-90.0,1.5141,1904.17,false
21,2,Backhand,435,0.5272,0.7188,-1.2185,-2.56,-1902.95,38.21,18.0,-5.0,-99.0,1.5097,1903.34,false
22,2,Backhand,458,0.5162,0.6987,-1.2429,12.51,-1901.49,33.33,18.0,-5.0,-99.0,1.5164,1901.82,false
23,2,Backhand,476,0.5537,0.7021,-1.2626,20.87,-1900.94,31.49,18.0,-5.0,-99.0,1.5472,1901.32,false
24,2,Backhand,501,0.5974,0.7742,-1.2344,44.8,-1899.35,18.49,18.0,-5.0,-99.0,1.5748,1899.97,false
25,2,Backhand,533,0.5439,0.8348,-1.1799,58.17,-1897.83,15.69,18.0,-5.0,-99.0,1.5444,1898.78,false
26,2,Backhand,561,0.5071,0.827,-1.2186,45.41,-1896.42,31.01,20.0,32.0,-96.0,1.5576,1897.22,false
27,2,Backhand,606,0.538,0.8038,-1.2577,4.15,-1894.9,37.35,20.0,32.0,-96.0,1.5866,1895.27,false
28,2,Backhand,648,0.571,0.8334,-1.2131,1.46,-1891.72,20.45,14.0,-6.0,-85.0,1.5787,1891.83,false
29,2,Backhand,686,1.165,1.8284,-1.9207,35.77,-1829.35,-66.89,14.0,-6.0,-85.0,2.8964,1830.92,false
30,2,Backhand,686,1.165,1.8284,-1.9207,35.77,-1829.35,-66.89,14.0,-6.0,-85.0,2.8964,1830.92,false
31,2,Backhand,709,4.0,1.4235,-3.8262,105.71,-1238.53,-51.15,14.0,-6.0,-85.0,5.7154,1244.08,false
32,2,Backhand,730,1.8474,2.2998,-0.7611,186.95,-550.9,-145.2,14.0,-6.0,-85.0,3.0465,599.61,false
33,2,Backhand,755,-1.5303,3.0343,2.9679,255.43,-322.45,31.49,6.0,24.0,-48.0,4.5119,412.57,false
34,2,Backhand,775,-0.8298,1.3544,1.2479,267.27,-355.96,117.43,6.0,24.0,-48.0,2.02,460.36,false
35,2,Backhand,800,-0.4178,2.2135,1.5391,120.73,-300.9,64.15,6.0,24.0,-48.0,2.7282,330.5,false
36,2,Backhand,821,-0.3057,2.0132,1.9371,-23.01,-260.93,13.0,6.0,24.0,-48.0,2.8105,262.26,false
37,2,Backhand,846,-0.0663,1.8163,1.9794,-70.62,-222.84,-15.69,5.0,33.0,-59.0,2.6872,234.29,false
38,2,Backhand,867,-0.1105,1.3636,1.8694,-63.96,-186.04,-18.86,5.0,33.0,-59.0,2.3165,197.63,false
39,2,Backhand,888,-0.1057,0.8469,1.6001,-36.99,-152.65,-1.53,5.0,33.0,-59.0,1.8135,157.07,false
40,2,Backhand,913,0.1691,0.8496,1.7021,-6.04,-116.21,37.66,5.0,33.0,-59.0,1.9099,122.31,false
41,2,Backhand,934,0.4353,0.8451,1.7607,-4.82,-96.25,43.88,4.0,40.0,-72.0,2.001,105.89,false
42,2,Backhand,955,0.2164,0.7792,1.2729,-4.27,-77.09,24.72,4.0,40.0,-72.0,1.5081,81.07,false
43,2,Backhand,978,-0.0062,0.7097,0.9908,-2.62,-63.72,15.69,4.0,40.0,-72.0,1.2188,65.68,false
44,2,Backhand,998,-0.053,0.6139,0.8838,-0.24,-55.42,3.97,4.0,40.0,-72.0,1.0774,55.56,false
45,2,Backhand,1018,-0.0194,0.5769,0.8551,2.56,-52.92,-10.68,4.0,40.0,-72.0,1.0317,54.05,false
46,2,Backhand,1043,-0.0165,0.606,0.7965,3.6,-50.72,-17.21,6.0,38.0,-77.0,1.0009,53.68,false
47,2,Backhand,1063,-0.0715,0.5796,0.7119,1.77,-45.17,-16.97,6.0,38.0,-77.0,0.9208,48.28,false
48,2,Backhand,1088,-0.1505,0.6337,0.6205,2.87,-34.3,-15.08,6.0,38.0,-77.0,0.8995,37.58,false
49,2,Backhand,1109,-0.2954,0.6718,0.6222,1.34,-24.41,-13.85,6.0,38.0,-77.0,0.9621,28.1,false
50,2,Backhand,1129,-0.3669,0.7935,0.6687,-3.23,-13.37,-10.44,6.0,38.0,-77.0,1.1006,17.26,false
51,2,Backhand,1156,-0.3976,0.8956,0.7111,-6.53,-4.21,-1.16,9.0,38.0,-84.0,1.2107,7.86,false
52,2,Backhand,1176,-0.4525,0.8961,0.7056,-4.52,3.17,6.96,9.0,38.0,-84.0,1.227,8.88,false
0,1,Backhand,0,0.8083,0.3949,-0.161,63.84,137.21,-86.91,15.0,-12.0,-107.0,0.9139,174.52,false
1,1,Backhand,20,0.8234,0.4227,-0.1371,83.25,147.95,-76.48,15.0,-12.0,-107.0,0.9356,186.2,false
2,1,Backhand,41,0.699,0.5037,-0.1176,94.12,152.22,-66.71,15.0,-12.0,-107.0,0.8695,191.0,false
3,1,Backhand,65,0.7111,0.637,-0.1826,92.16,150.21,-67.02,15.0,-12.0,-107.0,0.9719,188.54,false
4,1,Backhand,85,0.8053,0.7064,-0.2347,89.17,149.05,-82.64,15.0,-12.0,-107.0,1.0966,192.35,false
5,1,Backhand,111,0.8779,0.6531,-0.2029,83.74,150.63,-94.85,17.0,-12.0,-112.0,1.1128,196.72,false
6,1,Backhand,132,0.8971,0.655,-0.1635,85.69,160.4,-89.6,17.0,-12.0,-112.0,1.1227,202.73,false
7,1,Backhand,150,0.9137,0.7142,-0.1335,91.19,167.11,-70.8,17.0,-12.0,-112.0,1.1674,203.11,false
8,1,Backhand,170,0.979,0.799,-0.1163,93.44,176.7,-51.21,17.0,-12.0,-112.0,1.269,206.34,false
9,1,Backhand,191,1.0176,0.9425,-0.1617,90.88,187.19,-45.9,14.0,-11.0,-126.0,1.3964,213.09,false
10,1,Backhand,217,1.0632,1.2607,-0.1787,101.93,198.12,-61.58,14.0,-11.0,-126.0,1.6589,231.16,false
11,1,Backhand,236,1.095,1.3856,-0.144,115.78,199.46,-53.77,14.0,-11.0,-126.0,1.7719,236.82,false
12,1,Backhand,255,1.1514,1.611,-0.0865,131.77,196.72,-26.12,14.0,-11.0,-126.0,1.982,238.21,false
13,1,Backhand,275,1.1736,1.7543,-0.041,152.1,194.09,12.21,14.0,-11.0,-126.0,2.111,246.89,false
14,1,Backhand,301,1.2762,1.9111,0.0637,175.35,190.61,60.67,20.0,-5.0,-129.0,2.299,266.01,false
15,1,Backhand,321,1.4005,1.7629,0.0748,193.54,182.5,112.85,20.0,-5.0,-129.0,2.2528,288.96,false
16,1,Backhand,342,1.6031,1.5438,0.2605,200.99,164.73,177.55,20.0,-5.0,-129.0,2.2408,314.74,false
17,1,Backhand,366,1.6755,1.278,0.3893,190.0,149.78,212.1,20.0,-5.0,-129.0,2.1429,321.75,false
18,1,Backhand,384,1.5823,0.9572,0.5098,177.37,142.4,221.19,20.0,-5.0,-129.0,1.9182,317.27,false
19,1,Backhand,409,1.5522,0.7723,0.5792,124.02,119.08,221.25,28.0,5.0,-119.0,1.828,280.2,false
20,1,Backhand,430,1.2194,0.2249,0.6552,91.86,101.93,214.72,28.0,5.0,-119.0,1.4024,254.82,false
21,1,Backhand,451,0.9387,-0.0049,0.7147,74.77,82.34,202.51,28.0,5.0,-119.0,1.1799,231.04,false
22,1,Backhand,475,0.5922,-0.1719,0.9769,73.49,55.91,182.98,28.0,5.0,-119.0,1.1552,204.96,false
23,1,Backhand,493,0.5322,-0.1952,1.2177,74.89,17.82,144.35,28.0,18.0,-108.0,1.3431,163.59,false
24,1,Backhand,514,0.5062,-0.1688,1.2855,60.0,-3.11,105.77,28.0,18.0,-108.0,1.3919,121.65,false
25,1,Backhand,538,0.4662,-0.2168,1.4058,45.1,-26.0,56.27,28.0,18.0,-108.0,1.4968,76.66,false
26,1,Backhand,553,0.5278,-0.3407,1.4935,41.69,-56.46,13.06,28.0,18.0,-108.0,1.6203,71.39,false
27,1,Backhand,574,0.8682,-0.3639,1.6172,48.83,-99.61,-17.64,28.0,18.0,-108.0,1.8712,112.33,false
28,1,Backhand,599,1.5107,-0.2213,1.8735,62.38,-161.74,-47.55,24.0,15.0,-112.0,2.4169,179.76,false
29,1,Backhand,620,2.396,0.0093,2.3488,93.38,-228.45,-68.85,24.0,15.0,-112.0,3.3552,256.23,false
30,1,Backhand,620,2.396,0.0093,2.3488,93.38,-228.45,-68.85,24.0,15.0,-112.0,3.3552,256.23,false
31,1,Backhand,644,1.656,0.1108,3.6801,137.7,-300.05,-68.85,24.0,15.0,-112.0,4.037,337.24,false
32,1,Backhand,665,-0.2708,-0.9653,3.9999,191.22,-482.67,-179.99,24.0,15.0,-112.0,4.1236,549.48,false
33,1,Backhand,689,-0.1959,-1.7727,3.9778,-47.24,-1074.28,-352.72,24.0,15.0,-112.0,4.3593,1131.69,false
34,1,Backhand,710,2.0881,-1.228,3.9999,-276.25,-1615.48,-332.82,23.0,4.0,-96.0,4.6763,1672.38,false
35,1,Backhand,735,1.1597,1.4542,1.7186,-254.33,-1999.94,7.63,23.0,4.0,-96.0,2.5324,2016.06,false
36,1,Backhand,755,0.8729,1.3092,-0.9899,-31.19,-1999.27,172.12,23.0,4.0,-96.0,1.859,2006.91,false
37,1,Backhand,776,0.7809,1.3944,-1.3973,11.9,-1993.71,156.86,23.0,4.0,-96.0,2.1229,1999.91,false
38,1,Backhand,801,0.6279,1.0269,-1.3088,135.19,-1999.63,91.55,28.0,18.0,-114.0,1.7781,2006.29,false
39,1,Backhand,822,0.5029,0.9452,-1.5092,154.54,-1999.88,23.62,28.0,18.0,-114.0,1.8504,2005.98,false
40,1,Backhand,847,0.5404,1.0977,-1.7101,91.55,-1999.94,-49.5,28.0,18.0,-114.0,2.1027,2002.65,false
41,1,Backhand,866,0.6696,1.0321,-1.76,15.26,-1999.94,-61.77,28.0,18.0,-114.0,2.1474,2000.95,false
42,1,Backhand,886,0.8199,0.6086,-1.707,-55.18,-1999.94,-40.83,28.0,18.0,-114.0,1.9891,2001.12,false
43,1,Backhand,912,0.8982,0.4832,-1.5665,-104.0,-1999.94,-1.34,24.0,9.0,-88.0,1.8693,2002.64,false
44,1,Backhand,933,0.8535,0.6862,-1.3831,-96.74,-1999.82,44.43,24.0,9.0,-88.0,1.7641,2002.65,false
45,1,Backhand,953,0.728,0.7107,-1.3563,-49.93,-1999.63,92.9,24.0,9.0,-88.0,1.6955,2002.41,false
46,1,Backhand,977,0.6144,0.6425,-1.4381,27.34,-1999.51,120.48,24.0,9.0,-88.0,1.6907,2003.32,false
47,1,Backhand,998,0.5314,0.7401,-1.5474,82.34,-1999.57,102.84,30.0,12.0,-115.0,1.7957,2003.91,false
48,1,Backhand,1021,0.5714,0.8271,-1.6837,110.41,-1999.69,70.92,30.0,12.0,-115.0,1.961,2004.0,false
49,1,Backhand,1041,0.7096,0.9354,-1.7162,104.25,-1999.88,21.18,30.0,12.0,-115.0,2.0794,2002.71,false
50,1,Backhand,1062,0.7979,0.9059,-1.6222,79.77,-1999.94,-25.57,30.0,12.0,-115.0,2.0221,2001.69,false
51,1,Backhand,1088,0.7931,0.8129,-1.4976,7.39,-1999.94,-40.77,30.0,12.0,-115.0,1.8795,2000.37,false
52,1,Backhand,1109,0.7284,0.9618,-1.415,-38.27,-1999.94,-10.01,22.0,15.0,-87.0,1.8596,2000.33,false
53,1,Backhand,1125,0.6211,1.1127,-1.3921,-54.14,-1999.82,41.93,22.0,15.0,-87.0,1.8872,2000.99,false
54,1,Backhand,1150,0.5875,1.1304,-1.4714,-42.42,-1999.63,86.12,22.0,15.0,-87.0,1.9463,2001.94,false
55,1,Backhand,1169,0.5604,1.0977,-1.531,0.79,-1999.57,101.75,22.0,15.0,-87.0,1.9654,2002.16,false
56,1,Backhand,1190,0.5903,1.1125,-1.631,54.81,-1999.63,92.04,22.0,15.0,-87.0,2.0607,2002.5,false
57,1,Backhand,1217,0.6921,1.1868,-1.7052,85.45,-1999.76,61.52,26.0,6.0,-104.0,2.1898,2002.53,false
58,1,Backhand,1237,0.8394,1.162,-1.5938,72.94,-1999.94,2.08,26.0,6.0,-104.0,2.1435,2001.27,false
59,1,Backhand,1256,0.8464,0.9667,-1.46,42.6,-1999.94,-21.79,26.0,6.0,-104.0,1.9448,2000.51,false
60,1,Backhand,1273,0.769,0.9014,-1.3337,12.21,-1999.94,-27.1,26.0,6.0,-104.0,1.784,2000.16,false
61,1,Backhand,1295,0.7004,0.8661,-1.3097,2.99,-1999.94,-21.3,24.0,17.0,-104.0,1.7193,2000.05,false
62,1,Backhand,1321,0.5299,0.7775,-1.4012,-5.68,-1999.94,15.26,24.0,17.0,-104.0,1.6878,2000.01,false
