sample_index,label,time_ms,ax,ay,az,gx,gy,gz,mx,my,mz,accel_mag,gyro_mag,wobble
0,Hammer,0,-0.751,1.0631,0.3069,-40.95,-50.11,45.1,8.0,28.0,-62.0,1.3373,78.88,False
1,Hammer,20,-0.7676,1.0906,0.1971,-54.93,-53.47,63.42,8.0,28.0,-62.0,1.3481,99.49,False
2,Hammer,45,-0.7351,1.0387,0.2,-68.12,-56.15,87.71,9.0,33.0,-71.0,1.2881,124.44,False
3,Hammer,66,-0.8008,0.8608,0.1688,-86.12,-67.02,141.78,9.0,33.0,-71.0,1.1878,178.92,False
4,Hammer,86,-0.9186,0.5448,0.067,-79.77,-87.04,191.83,9.0,33.0,-71.0,1.0701,225.25,False
5,Hammer,112,-1.0162,0.6111,0.0448,-49.74,-108.83,215.45,9.0,33.0,-71.0,1.1867,246.45,False
6,Hammer,131,-1.0018,0.7581,0.0695,-14.95,-122.5,195.19,9.0,33.0,-71.0,1.2582,230.93,False
7,Hammer,158,-0.9567,0.8679,0.0156,-0.18,-122.56,168.88,3.0,40.0,-76.0,1.2918,208.67,False
8,Hammer,178,-0.9865,1.0054,0.0852,-0.18,-107.67,166.87,3.0,40.0,-76.0,1.4111,198.59,False
9,Hammer,199,-1.0328,1.0077,0.0515,-4.82,-105.77,180.36,3.0,40.0,-76.0,1.4439,209.14,False
10,Hammer,224,-1.0947,0.9884,0.0242,-8.54,-117.43,194.76,3.0,40.0,-76.0,1.4751,227.59,False
11,Hammer,245,-1.1106,0.972,-0.0427,-15.44,-133.24,201.6,-5.0,41.0,-82.0,1.4765,242.14,False
12,Hammer,265,-1.1914,0.928,-0.0936,-34.73,-147.22,210.45,-5.0,41.0,-82.0,1.5131,259.17,False
13,Hammer,290,-1.2306,0.8811,-0.0867,-41.5,-156.31,216.67,-5.0,41.0,-82.0,1.516,270.38,False
14,Hammer,310,-1.2489,0.8126,-0.1199,-43.95,-167.66,224.85,-5.0,41.0,-82.0,1.4948,283.9,False
15,Hammer,330,-1.2421,0.7651,-0.1719,-43.88,-177.31,231.08,-5.0,41.0,-82.0,1.4689,294.55,False
16,Hammer,356,-1.1982,0.7233,-0.2225,-44.43,-180.42,227.91,-19.0,41.0,-97.0,1.4172,294.05,False
17,Hammer,377,-1.0654,0.6416,-0.2854,-49.26,-181.21,223.51,-19.0,41.0,-97.0,1.276,291.93,False
18,Hammer,401,-0.9479,0.587,-0.3262,-58.41,-177.25,232.3,-19.0,41.0,-97.0,1.1617,297.98,False
19,Hammer,422,-0.8986,0.5352,-0.4069,-67.81,-164.98,240.84,-19.0,41.0,-97.0,1.1222,299.7,False
20,Hammer,443,-0.8707,0.483,-0.4064,-66.71,-154.72,239.01,-29.0,30.0,-108.0,1.0755,292.43,False
21,Hammer,467,-0.7415,0.4316,-0.5024,-52.12,-149.54,213.44,-29.0,30.0,-108.0,0.9942,265.77,False
22,Hammer,486,-0.6095,0.3613,-0.5404,-53.16,-145.32,195.43,-29.0,30.0,-108.0,0.8911,249.28,False
23,Hammer,507,-0.5298,0.3015,-0.5875,-63.05,-139.1,182.62,-29.0,30.0,-108.0,0.8466,238.06,False
24,Hammer,528,-0.6316,0.2024,-0.7567,-76.66,-129.76,180.36,-29.0,30.0,-108.0,1.0062,235.04,False
25,Hammer,553,-0.9441,0.0894,-0.8824,-74.95,-128.05,185.36,-34.0,18.0,-115.0,1.2954,237.43,False
26,Hammer,574,-1.2601,-0.0159,-0.8992,-42.24,-147.71,172.3,-34.0,18.0,-115.0,1.5481,230.84,False
27,Hammer,598,-1.7754,-0.0868,-0.8304,40.28,-212.65,117.07,-34.0,18.0,-115.0,1.9619,246.06,False
28,Hammer,617,-2.2723,-0.1332,-0.5759,94.67,-287.6,95.89,-34.0,18.0,-115.0,2.348,317.6,False
29,Hammer,628,-2.833,-0.207,-0.0923,94.67,-287.6,95.89,-34.0,18.0,-115.0,2.8421,317.6,False
30,Hammer,653,-3.0664,-0.2593,0.1949,158.39,-459.84,-0.49,-34.0,6.0,-123.0,3.0835,486.35,False
31,Hammer,678,-3.4705,-0.5997,1.557,146.0,-671.75,-212.71,-34.0,6.0,-123.0,3.8507,719.59,False
32,Hammer,698,-3.7529,-1.0171,2.9447,79.96,-825.38,-276.67,-34.0,6.0,-123.0,4.8775,874.18,False
33,Hammer,718,-3.9956,-1.6082,3.9999,-2.56,-978.03,-260.25,-34.0,6.0,-123.0,5.8779,1012.07,False
34,Hammer,743,-3.9999,-2.0522,3.9999,-86.12,-1112.06,-201.11,-44.0,-3.0,-75.0,6.0175,1133.38,False
35,Hammer,764,-3.9734,-2.312,3.9788,-156.8,-1211.67,-99.73,-44.0,-3.0,-75.0,6.0798,1225.84,False
36,Hammer,788,-2.1973,-3.0721,3.9999,-179.26,-1322.33,229.19,-44.0,-3.0,-75.0,5.5014,1353.96,False
37,Hammer,808,0.1957,-3.1036,3.9999,-60.97,-1329.89,571.47,-44.0,-3.0,-75.0,5.0665,1448.76,False
38,Hammer,827,3.489,0.4144,3.9996,397.03,-889.1,1038.15,-44.0,-3.0,-75.0,5.3237,1423.33,False
39,Hammer,854,4.0,3.5303,3.9999,524.84,379.15,1251.89,-35.0,-11.0,-61.0,6.668,1409.41,False
40,Hammer,874,-0.1974,2.0734,3.9999,-36.8,1729.55,690.61,-35.0,-11.0,-61.0,4.5096,1862.7,False
41,Hammer,895,-3.9999,-0.0643,3.9999,-479.25,2000.0,70.68,-35.0,-11.0,-61.0,5.657,2057.83,False
42,Hammer,919,0.5096,0.9132,-0.7317,-334.17,1985.17,94.42,-35.0,-11.0,-61.0,1.2763,2015.31,False
43,Hammer,941,1.3495,1.1631,-2.7085,-278.14,1999.69,-29.48,-41.0,31.0,-32.0,3.2419,2019.16,False
44,Hammer,965,1.3851,0.0043,-2.3811,-125.67,1999.27,-197.39,-41.0,31.0,-32.0,2.7547,2012.91,False
45,Hammer,986,1.5164,-0.1864,-2.7137,54.99,1998.78,-260.56,-41.0,31.0,-32.0,3.1142,2016.44,False
46,Hammer,1006,1.2277,-0.1163,-2.9547,208.01,1999.51,-138.67,-41.0,31.0,-32.0,3.2017,2015.08,False
47,Hammer,1026,0.9789,-0.0192,-2.7841,163.57,2000.0,53.71,-41.0,31.0,-32.0,2.9512,2007.4,False
48,Hammer,1052,0.9064,-0.1666,-2.563,14.1,2000.0,189.33,-33.0,35.0,-100.0,2.7236,2008.99,False
49,Hammer,1073,1.0479,-0.2538,-2.3263,-151.0,2000.0,188.54,-33.0,35.0,-100.0,2.564,2014.53,False
50,Hammer,1097,1.4026,-0.3352,-2.4688,-217.22,1999.76,-65.55,-33.0,35.0,-100.0,2.8591,2012.59,False
51,Hammer,1117,1.4767,-0.4775,-2.6487,-113.77,1999.08,-242.31,-33.0,35.0,-100.0,3.0699,2016.93,False
52,Hammer,1139,1.277,-0.6963,-2.819,47.97,1998.84,-297.42,-28.0,2.0,-126.0,3.1721,2021.42,False
53,Hammer,1164,0.9584,-0.4403,-2.7307,176.88,1999.39,-161.25,-28.0,2.0,-126.0,2.9273,2013.67,False
54,Hammer,1184,0.9105,-0.2721,-2.5648,185.42,2000.0,57.19,-28.0,2.0,-126.0,2.7352,2009.39,False
55,Hammer,1204,1.0199,-0.4822,-2.3662,-13.67,2000.0,246.77,-28.0,2.0,-126.0,2.6214,2015.21,False
56,Hammer,1228,1.3965,-0.421,-2.4048,-164.18,2000.0,155.94,-28.0,2.0,-126.0,2.8125,2012.78,False
57,Hammer,1250,1.4075,-0.3451,-2.6665,-236.21,1999.82,-51.88,-42.0,-7.0,-65.0,3.0348,2014.39,False
58,Hammer,1269,1.288,-0.6503,-2.829,-177.8,1999.08,-248.11,-42.0,-7.0,-65.0,3.1757,2022.25,False
59,Hammer,1295,1.0238,-0.5603,-2.7717,-29.97,1998.84,-307.07,-42.0,-7.0,-65.0,3.0074,2022.51,False
60,Hammer,1315,0.9163,-0.1603,-2.5116,148.74,1999.27,-193.97,-42.0,-7.0,-65.0,2.6783,2014.15,False
61,Hammer,1340,1.0968,-0.2793,-2.3569,201.11,2000.0,115.54,-47.0,15.0,-38.0,2.6146,2013.4,False
62,Hammer,1360,1.3566,-0.2822,-2.3684,75.87,2000.0,221.44,-47.0,15.0,-38.0,2.744,2013.65,False
63,Hammer,1381,1.3881,-0.2124,-2.6017,-114.75,2000.0,161.13,-47.0,15.0,-38.0,2.9564,2009.76,False
64,Hammer,1407,1.1842,-0.4663,-2.7631,-262.94,1999.63,-101.07,-47.0,15.0,-38.0,3.0421,2019.38,False
65,Hammer,1427,0.9747,-0.4115,-2.6982,-192.57,1999.08,-235.05,-47.0,15.0,-38.0,2.8983,2022.05,False
66,Hammer,1454,0.9083,-0.1418,-2.4539,-17.58,1999.08,-236.02,-39.0,30.0,-71.0,2.6204,2013.05,False
67,Hammer,1473,1.0546,-0.2411,-2.339,150.51,1999.51,-127.56,-39.0,30.0,-71.0,2.577,2009.22,False
