sample_index,label,time_ms,ax,ay,az,gx,gy,gz,mx,my,mz,accel_mag,gyro_mag,wobble
0,Hammer,0,-0.4635,-0.1814,0.804,-7.2,-133.24,-97.11,-35.0,10.0,-18.0,0.9456,165.03,False
1,Hammer,19,-0.7786,-0.2853,0.9152,3.11,-135.07,-71.53,-35.0,10.0,-18.0,1.2349,152.88,False
2,Hammer,39,-0.7567,-0.1833,1.0104,3.48,-105.35,-65.0,-35.0,10.0,-18.0,1.2756,123.84,False
3,Hammer,66,-0.6805,-0.3197,0.9186,18.25,-82.89,-47.55,-32.0,23.0,-20.0,1.1871,97.28,False
4,Hammer,87,-0.8889,-0.2992,1.0759,27.95,-62.26,-29.6,-32.0,23.0,-20.0,1.4273,74.39,False
5,Hammer,107,-0.8724,-0.2737,1.0137,26.98,-30.15,-26.12,-32.0,23.0,-20.0,1.3651,48.16,False
6,Hammer,132,-0.8198,-0.3873,0.9525,7.32,-5.92,-27.65,-32.0,23.0,-20.0,1.3151,29.21,False
7,Hammer,154,-0.8447,-0.406,1.0247,-2.81,1.4,-6.23,-33.0,23.0,-19.0,1.3886,6.97,False
8,Hammer,174,-0.7285,-0.4092,1.1492,-12.76,-0.24,5.74,-33.0,23.0,-19.0,1.4208,13.99,False
9,Hammer,199,-0.6857,-0.3151,1.2218,-6.84,-2.08,3.6,-33.0,23.0,-19.0,1.436,8.0,False
10,Hammer,220,-0.6768,-0.3271,1.2137,26.37,-7.26,-7.87,-33.0,23.0,-19.0,1.4277,28.46,False
11,Hammer,239,-0.6617,-0.4131,1.2577,136.41,-28.2,-38.88,-33.0,23.0,-19.0,1.48,144.62,False
12,Hammer,264,-0.6876,-0.2949,1.2225,161.38,-42.48,-52.19,-36.0,24.0,-21.0,1.4333,174.84,False
13,Hammer,285,-0.7645,-0.197,1.1327,146.24,-50.35,-47.67,-36.0,24.0,-21.0,1.3807,161.85,False
14,Hammer,310,-0.7354,-0.104,1.0796,139.28,-51.09,-36.13,-36.0,24.0,-21.0,1.3104,152.69,False
15,Hammer,329,-0.6731,-0.0182,1.0106,163.88,-49.07,-29.05,-36.0,24.0,-21.0,1.2144,173.52,False
