sample_index,label,time_ms,ax,ay,az,gx,gy,gz,mx,my,mz,accel_mag,gyro_mag,wobble
0,Forehand,0,-0.7582,1.2396,-0.072,32.29,-32.41,-30.52,9.0,22.0,-58.0,1.4549,54.99,False
1,Forehand,19,-0.8104,1.2983,-0.0872,20.39,-40.16,-32.65,9.0,22.0,-58.0,1.533,55.63,False
2,Forehand,43,-0.8203,1.3208,-0.1288,9.34,-49.68,-34.97,9.0,22.0,-58.0,1.5601,61.47,False
3,Forehand,64,-0.8005,1.3107,-0.139,-1.53,-57.01,-34.97,9.0,22.0,-58.0,1.5421,66.9,False
4,Forehand,84,-0.7721,1.2821,-0.1597,-13.92,-64.27,-37.11,9.0,22.0,-58.0,1.5051,75.51,False
5,Forehand,110,-0.7543,1.1633,-0.1559,-11.29,-68.36,-40.04,12.0,24.0,-58.0,1.3952,80.02,False
6,Forehand,131,-0.7214,1.1207,-0.1328,-1.71,-71.66,-40.71,12.0,24.0,-58.0,1.3395,82.43,False
7,Forehand,155,-0.6957,1.1036,-0.0822,10.68,-71.29,-39.37,12.0,24.0,-58.0,1.3072,82.13,False
8,Forehand,176,-0.665,1.0792,-0.0122,23.93,-70.5,-40.77,12.0,24.0,-58.0,1.2677,84.88,False
9,Forehand,197,-0.5565,1.0463,0.0695,33.26,-67.26,-47.79,9.0,21.0,-57.0,1.1871,88.96,False
10,Forehand,221,-0.9366,0.9316,-0.1501,35.95,-93.69,-56.64,9.0,21.0,-57.0,1.3296,115.23,False
11,Forehand,242,-1.0099,0.9492,-0.0586,25.45,-144.9,-48.65,9.0,21.0,-57.0,1.3872,154.95,False
12,Forehand,262,-0.7993,1.0613,0.0999,-0.79,-171.81,-42.48,9.0,21.0,-57.0,1.3324,176.99,False
13,Forehand,287,-0.5712,1.1067,0.2258,-33.69,-174.62,-53.16,9.0,21.0,-57.0,1.2657,185.62,False
14,Forehand,309,-0.4641,1.0402,0.2784,-84.47,-165.16,-72.45,12.0,25.0,-70.0,1.1725,199.15,False
15,Forehand,334,-0.4066,0.9425,0.3558,-108.28,-160.71,-59.75,12.0,25.0,-70.0,1.0864,202.78,False
16,Forehand,353,-0.3757,0.8831,0.4189,-116.09,-161.56,-28.14,12.0,25.0,-70.0,1.0471,200.92,False
17,Forehand,373,-0.3545,0.8845,0.4293,-108.95,-163.39,10.5,12.0,25.0,-70.0,1.0452,196.66,False
18,Forehand,400,-0.3013,0.9386,0.4038,-80.69,-157.35,33.94,20.0,25.0,-84.0,1.0653,180.06,False
19,Forehand,420,-0.1484,1.0641,0.2758,-67.63,-146.42,30.21,20.0,25.0,-84.0,1.1092,164.09,False
20,Forehand,441,-0.1237,1.1189,0.1802,-67.26,-134.16,22.16,20.0,25.0,-84.0,1.14,151.7,False
21,Forehand,466,-0.2616,1.127,0.1577,-73.55,-129.82,13.67,20.0,25.0,-84.0,1.1676,149.83,False
22,Forehand,488,-0.4489,1.1177,0.1254,-80.75,-141.54,1.65,22.0,25.0,-97.0,1.2109,162.96,False
23,Forehand,508,-0.7229,1.072,-0.0548,-94.48,-189.82,-41.63,22.0,25.0,-97.0,1.2941,216.08,False
24,Forehand,532,-0.8646,0.9767,-0.1112,-110.9,-243.16,-82.82,22.0,25.0,-97.0,1.3091,279.8,False
25,Forehand,552,-1.0396,0.8162,-0.0585,-131.53,-308.84,-127.56,22.0,25.0,-97.0,1.323,359.1,False
26,Forehand,572,-1.2522,0.5775,0.1639,-149.54,-386.72,-183.9,22.0,25.0,-97.0,1.3887,453.58,False
27,Forehand,599,-1.3563,0.2208,0.3937,-174.93,-477.72,-244.32,27.0,11.0,-126.0,1.4295,564.37,False
28,Forehand,619,-1.632,-0.5249,1.182,-247.8,-616.27,-268.74,27.0,11.0,-126.0,2.0823,716.53,False
29,Forehand,644,-1.7435,-1.0459,2.0675,-309.81,-714.11,-194.46,27.0,11.0,-126.0,2.8997,802.34,False
30,Forehand,668,-1.8495,-1.939,3.6688,-361.14,-849.06,56.15,27.0,11.0,-126.0,4.5432,924.38,False
31,Forehand,694,-1.557,-2.4916,3.9999,-308.17,-899.35,268.13,21.0,0.0,-115.0,4.963,987.77,False
32,Forehand,714,-0.6041,-2.0603,3.9984,-66.22,-832.64,485.23,21.0,0.0,-115.0,4.5384,965.98,False
33,Forehand,733,1.9454,-0.6377,3.9905,551.64,-254.27,801.09,21.0,0.0,-115.0,4.485,1005.33,False
34,Forehand,759,2.9023,1.3766,3.9999,486.88,598.45,897.09,21.0,0.0,-115.0,5.1301,1183.2,False
35,Forehand,778,-1.7378,0.8253,3.9996,-48.58,1446.04,716.92,21.0,0.0,-115.0,4.4383,1614.74,False
36,Forehand,804,-3.9999,0.2466,3.9999,-446.11,1943.36,416.93,21.0,17.0,-81.0,5.6621,2037.03,False
37,Forehand,824,-2.454,1.6617,2.885,-394.47,2000.0,240.78,21.0,17.0,-81.0,4.136,2052.7,False
38,Forehand,845,1.0325,1.3022,-1.7018,-311.65,1997.13,81.05,21.0,17.0,-81.0,2.3786,2022.93,False
39,Forehand,870,0.8044,1.3746,-1.4957,-225.52,1999.21,-207.95,21.0,17.0,-81.0,2.1849,2022.6,False
40,Forehand,892,0.8821,0.9333,-1.5215,-21.61,1998.96,-281.07,26.0,15.0,-109.0,1.991,2018.74,False
41,Forehand,916,0.8773,0.7195,-1.8503,176.94,1999.08,-215.52,26.0,15.0,-109.0,2.1705,2018.44,False
42,Forehand,937,0.8153,0.8665,-1.9235,248.6,2000.0,26.86,26.0,15.0,-109.0,2.2617,2015.57,False
43,Forehand,955,0.658,1.0117,-1.8639,207.34,2000.0,112.92,26.0,15.0,-109.0,2.2205,2013.89,False
44,Forehand,980,0.6663,0.6672,-1.7224,-12.7,2000.0,234.37,26.0,15.0,-109.0,1.9636,2013.73,False
45,Forehand,1001,0.6902,0.6853,-1.5895,-158.63,2000.0,183.47,27.0,11.0,-99.0,1.8634,2014.65,False
46,Forehand,1025,0.7782,0.9602,-1.5034,-223.14,2000.0,61.77,27.0,11.0,-99.0,1.9462,2013.36,False
47,Forehand,1046,0.8835,0.933,-1.5502,-189.21,1999.69,-82.4,27.0,11.0,-99.0,2.0135,2010.32,False
48,Forehand,1066,0.8937,0.6998,-1.6281,-12.63,1999.33,-176.64,27.0,11.0,-99.0,1.9847,2007.16,False
49,Forehand,1091,0.8126,0.5912,-1.7766,107.12,1999.51,-132.93,27.0,11.0,-99.0,2.0411,2006.79,False
50,Forehand,1113,0.6993,0.8162,-1.8375,151.79,1999.94,-30.64,23.0,15.0,-93.0,2.1288,2005.93,False
51,Forehand,1138,0.6204,0.705,-1.7227,79.59,2000.0,126.59,23.0,15.0,-93.0,1.962,2005.58,False
52,Forehand,1157,0.6871,0.5605,-1.6339,-27.1,2000.0,154.85,23.0,15.0,-93.0,1.859,2006.17,False
53,Forehand,1178,0.7687,0.6112,-1.5559,-115.72,2000.0,110.35,23.0,15.0,-93.0,1.8399,2006.38,False
54,Forehand,1204,0.8445,0.7228,-1.557,-144.78,2000.0,19.96,26.0,13.0,-108.0,1.9131,2005.33,False
55,Forehand,1224,0.8832,0.6395,-1.6123,-111.33,1999.76,-69.46,26.0,13.0,-108.0,1.9464,2004.06,False
56,Forehand,1244,0.8542,0.4785,-1.6881,-30.46,1999.57,-114.56,26.0,13.0,-108.0,1.9515,2003.08,False
57,Forehand,1270,0.72,0.5731,-1.7446,81.36,1999.76,-68.42,26.0,13.0,-108.0,1.9724,2002.58,False
58,Forehand,1292,0.6616,0.6694,-1.7128,103.33,2000.0,12.82,25.0,12.0,-94.0,1.9543,2002.71,False
59,Forehand,1316,0.681,0.5677,-1.6385,69.76,2000.0,85.82,25.0,12.0,-94.0,1.8631,2003.06,False
60,Forehand,1335,0.7198,0.5291,-1.6184,-7.57,2000.0,112.67,25.0,12.0,-94.0,1.8486,2003.19,False
61,Forehand,1356,0.7919,0.6266,-1.5883,-82.95,2000.0,82.89,25.0,12.0,-94.0,1.8821,2003.43,False
62,Forehand,1376,0.8309,0.7294,-1.5988,-115.78,2000.0,-12.33,25.0,12.0,-94.0,1.9438,2003.39,False
63,Forehand,1402,0.8141,0.6475,-1.652,-77.33,1999.82,-62.38,24.0,17.0,-97.0,1.9522,2002.28,False
64,Forehand,1423,0.7618,0.6354,-1.6816,-8.42,1999.76,-75.5,24.0,17.0,-97.0,1.9524,2001.2,False
65,Forehand,1442,0.7078,0.7036,-1.6743,56.82,1999.88,-46.33,24.0,17.0,-97.0,1.9492,2001.22,False
66,Forehand,1466,0.6897,0.7465,-1.6566,84.9,2000.0,8.06,24.0,17.0,-97.0,1.9435,2001.82,False
67,Forehand,1487,0.728,0.7112,-1.6353,62.26,2000.0,57.07,24.0,17.0,-97.0,1.9261,2001.78,False
68,Forehand,1512,0.7577,0.7306,-1.6144,-32.29,2000.0,73.06,27.0,12.0,-104.0,1.9272,2001.59,False
69,Forehand,1532,0.7703,0.802,-1.6216,-88.75,2000.0,45.04,27.0,12.0,-104.0,1.9662,2002.47,False
70,Forehand,1553,0.7573,0.8503,-1.6229,-107.18,2000.0,6.16,27.0,12.0,-104.0,1.9826,2002.88,False
71,Forehand,1577,0.7372,0.8295,-1.6156,-76.72,1999.94,-28.56,27.0,12.0,-104.0,1.96,2001.61,False
72,Forehand,1599,0.7245,0.842,-1.6022,16.48,1999.88,-41.08,21.0,17.0,-87.0,1.9496,2000.37,False
73,Forehand,1624,0.7358,0.8805,-1.6051,64.88,1999.94,-18.19,21.0,17.0,-87.0,1.9731,2001.07,False
74,Forehand,1643,0.7599,0.8556,-1.6331,72.08,2000.0,13.49,21.0,17.0,-87.0,1.9941,2001.34,False
75,Forehand,1663,0.7656,0.8276,-1.6641,33.57,2000.0,38.09,21.0,17.0,-87.0,2.01,2000.64,False
76,Forehand,1683,0.751,0.8774,-1.6609,-55.18,2000.0,44.49,21.0,17.0,-87.0,2.023,2001.26,False
77,Forehand,1710,0.7211,0.9437,-1.6218,-89.54,2000.0,27.83,24.0,17.0,-111.0,2.0102,2002.2,False
78,Forehand,1730,0.7168,0.9357,-1.5845,-79.83,2000.0,2.99,24.0,17.0,-111.0,1.9748,2001.59,False
79,Forehand,1755,0.7205,0.9376,-1.568,-33.33,1999.94,-17.46,24.0,17.0,-111.0,1.9639,2000.29,False
80,Forehand,1775,0.7305,0.9562,-1.5792,20.69,1999.94,-24.78,24.0,17.0,-111.0,1.9854,2000.2,False
81,Forehand,1797,0.7411,0.9441,-1.6084,53.04,2000.0,-15.26,23.0,8.0,-92.0,2.0069,2000.76,False
82,Forehand,1821,0.7352,0.9016,-1.6594,34.73,2000.0,11.96,23.0,8.0,-92.0,2.0266,2000.34,False
83,Forehand,1840,0.7325,0.9585,-1.6469,-10.74,2000.0,26.06,23.0,8.0,-92.0,2.0414,2000.2,False
84,Forehand,1861,0.7261,1.0051,-1.6327,-55.36,2000.0,30.27,23.0,8.0,-92.0,2.0502,2000.99,False
85,Forehand,1881,0.7007,0.9998,-1.5992,-74.52,2000.0,23.68,23.0,8.0,-92.0,2.012,2001.53,False
86,Forehand,1905,0.6989,1.0275,-1.5607,-56.4,2000.0,14.34,26.0,23.0,-93.0,1.9949,2000.85,False
87,Forehand,1926,0.7195,1.0437,-1.5596,-18.98,2000.0,5.31,26.0,23.0,-93.0,2.0098,2000.1,False
88,Forehand,1951,0.7595,1.0125,-1.5867,21.91,2000.0,-5.68,26.0,23.0,-93.0,2.0296,2000.13,False
89,Forehand,1970,0.7672,0.9623,-1.6233,20.51,2000.0,-8.97,26.0,23.0,-93.0,2.0371,2000.13,False
90,Forehand,1991,0.743,0.9229,-1.6433,-0.73,2000.0,-6.16,26.0,23.0,-93.0,2.0259,2000.01,False
91,Forehand,2016,0.7103,0.9343,-1.6271,-26.73,2000.0,2.75,29.0,7.0,-116.0,2.0062,2000.18,False
92,Forehand,2036,0.6981,0.9419,-1.5916,-43.09,2000.0,13.79,29.0,7.0,-116.0,1.9768,2000.51,False
