sample_index,label,time_ms,ax,ay,az,gx,gy,gz,mx,my,mz,accel_mag,gyro_mag,wobble
0,Forehand,0,-0.2699,0.8331,-0.2065,36.93,66.28,-46.39,26.0,24.0,-129.0,0.8998,88.93,False
1,Forehand,43,-0.2255,0.905,-0.1515,-29.97,69.52,-16.72,26.0,24.0,-129.0,0.9449,77.53,False
2,Forehand,157,-0.189,1.0283,-0.0148,-38.88,34.24,0.37,26.0,21.0,-131.0,1.0456,51.81,False
3,Forehand,197,-0.1985,1.043,0.0576,-29.36,17.03,22.09,24.0,24.0,-136.0,1.0632,40.5,False
4,Forehand,242,-0.2168,1.03,0.0941,-16.85,-7.69,42.36,24.0,24.0,-136.0,1.0568,46.23,False
5,Forehand,286,-0.2729,1.0061,0.1234,26.43,-38.88,36.93,24.0,24.0,-136.0,1.0498,59.78,False
6,Forehand,329,-0.3052,1.0017,0.1548,35.03,-53.65,19.35,25.0,25.0,-133.0,1.0585,66.93,False
7,Forehand,372,-0.2222,1.095,0.2273,18.98,-60.61,7.75,25.0,25.0,-133.0,1.1402,63.98,False
8,Forehand,543,-0.2625,0.8002,0.2905,91.49,-194.52,33.39,27.0,24.0,-128.0,0.8908,217.54,False
9,Forehand,584,-0.2007,0.7189,0.2311,25.7,-231.81,36.5,27.0,24.0,-128.0,0.7813,236.07,False
10,Forehand,628,-0.397,1.3853,-0.248,157.59,-260.01,23.8,27.0,21.0,-125.0,1.4622,304.97,False
11,Forehand,670,-0.1445,0.7228,0.4535,140.38,-284.73,-7.08,27.0,21.0,-125.0,0.8654,317.53,False
12,Forehand,714,-0.1473,0.8794,0.0256,93.99,-324.28,-4.58,27.0,17.0,-114.0,0.892,337.66,False
13,Forehand,757,0.0823,1.4269,-1.6954,120.91,-299.99,-5.55,27.0,17.0,-114.0,2.2175,323.49,False
14,Forehand,798,-0.5781,0.5557,-0.1096,57.8,-203.61,41.5,25.0,16.0,-103.0,0.8093,215.69,False
15,Forehand,909,-0.3522,1.0319,-0.2034,-8.73,-121.52,53.83,27.0,16.0,-97.0,1.1091,133.2,False
16,Forehand,949,-0.7068,1.1608,-0.0735,-86.18,-165.34,138.79,27.0,16.0,-97.0,1.361,232.44,False
17,Forehand,995,-0.512,0.6604,-0.4901,-178.22,-198.43,154.42,25.0,23.0,-114.0,0.9687,308.19,False
18,Forehand,1038,-0.4568,0.6293,-0.6455,-190.8,-187.81,156.19,25.0,23.0,-114.0,1.0106,309.95,False
19,Forehand,1300,0.5117,0.498,-0.0747,103.82,-68.3,60.06,25.0,25.0,-135.0,0.718,138.02,False
20,Forehand,1342,0.4,0.5394,-0.0927,117.25,47.67,47.55,25.0,25.0,-135.0,0.6779,135.2,False
21,Forehand,1386,-0.5521,0.6505,-0.5876,84.84,59.2,90.27,25.0,25.0,-135.0,1.036,137.3,False
22,Forehand,1429,-1.0254,0.7271,-1.382,1.4,-36.62,97.41,25.0,28.0,-128.0,1.8681,104.08,False
23,Forehand,1469,-1.2097,0.7061,-1.573,-0.98,-140.44,76.66,25.0,28.0,-128.0,2.1062,160.01,False
24,Forehand,1514,-0.7714,0.5233,-1.4874,35.52,-312.5,35.58,24.0,30.0,-132.0,1.7554,316.52,False
25,Forehand,1557,-0.6367,0.205,-0.6678,98.33,-434.75,54.87,24.0,30.0,-132.0,0.9452,449.1,False
26,Forehand,1598,-0.5568,-0.0559,0.2584,182.25,-513.0,65.55,27.0,16.0,-128.0,0.6164,548.34,False
27,Forehand,1638,-0.3447,-0.0958,1.1281,228.76,-526.06,113.34,27.0,16.0,-128.0,1.1834,584.74,False
28,Forehand,1680,-0.3342,-0.1899,1.8915,233.58,-457.82,193.3,27.0,16.0,-128.0,1.9302,549.12,False
29,Forehand,1726,-0.5015,-0.2358,3.9999,177.49,-217.1,433.41,24.0,23.0,-105.0,4.0381,516.22,False
30,Forehand,1748,-0.6112,-0.1969,3.9999,144.53,14.59,499.21,24.0,23.0,-105.0,4.0511,519.91,False
31,Forehand,1769,-0.9015,-0.0059,3.9844,72.02,354.43,456.6,24.0,23.0,-105.0,4.0851,582.49,False
32,Forehand,1793,-1.9015,0.0798,3.9999,-164.31,947.45,323.73,24.0,23.0,-105.0,4.4296,1014.62,False
33,Forehand,1815,-3.2079,-0.3408,3.9999,-415.41,1257.57,199.71,10.0,34.0,-68.0,5.1386,1339.37,False
34,Forehand,1835,-3.9999,-0.4702,3.9998,-592.04,1538.82,-31.56,10.0,34.0,-68.0,5.6761,1649.08,False
35,Forehand,1860,-2.9298,1.3594,3.3274,-402.83,1833.19,-300.96,10.0,34.0,-68.0,4.6372,1900.91,False
36,Forehand,1878,0.7839,1.4395,-0.7943,-76.97,1900.51,-345.15,10.0,34.0,-68.0,1.8214,1933.13,False
37,Forehand,1905,0.9176,1.0996,-1.0574,54.69,1888.49,-252.62,24.0,6.0,-128.0,1.7802,1906.1,False
38,Forehand,1926,0.8729,0.6809,-0.6436,101.68,1899.84,-162.05,24.0,6.0,-128.0,1.2805,1909.45,False
39,Forehand,1946,1.0732,0.5292,-0.7415,112.79,1904.66,-87.16,24.0,6.0,-128.0,1.4077,1909.99,False
40,Forehand,1971,1.0822,0.6156,-0.9183,60.61,1903.56,-54.32,24.0,6.0,-128.0,1.547,1905.3,False
41,Forehand,1992,0.9437,0.6061,-1.0029,-32.04,1900.39,-40.53,24.0,6.0,-128.0,1.5046,1901.09,False
42,Forehand,2018,0.7559,0.3705,-0.9197,-138.37,1893.8,-53.53,17.0,30.0,-72.0,1.2468,1899.6,False
43,Forehand,2036,0.6898,0.4617,-0.9097,-187.44,1887.88,-94.97,17.0,30.0,-72.0,1.2315,1899.54,False
44,Forehand,2057,0.6282,0.5765,-0.8147,-202.39,1882.57,-147.52,17.0,30.0,-72.0,1.1793,1899.15,False
