sample_index,label,time_ms,ax,ay,az,gx,gy,gz,mx,my,mz,accel_mag,gyro_mag,wobble
0,Forehand,0,-0.2926,0.7657,0.4348,-10.44,-55.18,-4.52,18.0,9.0,-76.0,0.9279,56.34,False
1,Forehand,25,-0.3694,0.7721,0.3823,-4.09,-55.79,-17.09,18.0,9.0,-76.0,0.9374,58.49,False
2,Forehand,47,-0.3994,0.8013,0.3472,1.71,-51.45,-30.46,19.0,9.0,-74.0,0.9603,59.82,False
3,Forehand,66,-0.4539,0.8401,0.3619,5.55,-46.63,-46.33,19.0,9.0,-74.0,1.0211,65.96,False
4,Forehand,89,-0.4186,0.8646,0.3094,-4.82,-44.31,-55.85,19.0,9.0,-74.0,1.0092,71.45,False
5,Forehand,109,-0.2969,0.8876,0.178,-11.84,-33.33,-61.95,19.0,9.0,-74.0,0.9527,71.33,False
6,Forehand,129,-0.3038,0.9109,0.2395,-15.32,-26.49,-63.23,19.0,9.0,-74.0,0.9896,70.25,False
7,Forehand,155,-0.4531,0.8486,0.5387,-8.36,-51.03,-56.58,17.0,9.0,-74.0,1.1026,76.65,False
8,Forehand,176,-0.3657,1.0028,0.4318,-6.65,-87.59,-45.41,17.0,9.0,-74.0,1.1514,98.88,False
9,Forehand,199,-0.2819,1.0734,0.3063,-16.05,-110.29,-11.66,17.0,9.0,-74.0,1.1512,112.06,False
10,Forehand,220,-0.1971,1.0848,0.2231,-20.32,-107.79,11.78,17.0,9.0,-74.0,1.125,110.32,False
11,Forehand,240,-0.116,1.0568,0.1904,-25.88,-96.86,23.19,17.0,10.0,-74.0,1.08,102.91,False
12,Forehand,265,-0.062,1.0199,0.1256,-34.12,-83.62,20.63,17.0,10.0,-74.0,1.0295,92.64,False
13,Forehand,286,-0.0303,1.0212,0.0962,-40.71,-64.45,8.97,17.0,10.0,-74.0,1.0262,76.76,False
14,Forehand,306,-0.0504,1.0366,0.0801,-35.71,-49.74,2.93,17.0,10.0,-74.0,1.0409,61.3,False
15,Forehand,331,-0.0936,1.03,0.1046,-28.63,-37.9,0.55,17.0,10.0,-74.0,1.0396,47.5,False
16,Forehand,353,-0.1252,1.0206,0.1646,-20.69,-34.24,1.34,21.0,11.0,-77.0,1.0414,40.03,False
17,Forehand,373,-0.1947,1.027,0.1923,-8.42,-44.31,13.24,21.0,11.0,-77.0,1.0628,47.01,False
18,Forehand,398,-0.1997,1.0588,0.1855,-5.74,-57.43,25.82,21.0,11.0,-77.0,1.0934,63.23,False
19,Forehand,417,-0.2126,1.1013,0.1754,-8.79,-69.64,41.44,21.0,11.0,-77.0,1.1353,81.51,False
20,Forehand,444,-0.2039,1.1331,0.1899,-9.34,-78.37,60.79,20.0,14.0,-79.0,1.1668,99.62,False
21,Forehand,464,-0.2162,1.1337,0.2665,-2.32,-86.12,81.67,20.0,14.0,-79.0,1.1845,118.71,False
22,Forehand,484,-0.3186,1.0911,0.4515,2.2,-98.63,97.72,20.0,14.0,-79.0,1.223,138.86,False
23,Forehand,504,-0.4001,1.0195,0.7158,-26.12,-147.16,94.18,20.0,14.0,-79.0,1.3084,176.65,False
24,Forehand,529,-0.4617,0.9575,0.9326,-67.14,-202.45,88.68,20.0,14.0,-79.0,1.4141,231.0,False
25,Forehand,551,-0.377,0.88,1.1016,-111.15,-274.78,97.23,21.0,21.0,-85.0,1.4594,311.95,False
26,Forehand,570,-0.1622,0.6968,1.3646,-156.07,-365.6,113.65,21.0,21.0,-85.0,1.5408,413.44,False
27,Forehand,595,0.4044,0.1957,1.7532,-211.55,-473.75,131.9,21.0,21.0,-85.0,1.8098,535.34,False
28,Forehand,616,0.9464,-0.3169,1.9779,-269.41,-639.34,187.5,21.0,21.0,-85.0,2.2155,718.68,False
29,Forehand,635,1.9056,-0.9084,2.173,-227.11,-740.72,250.12,21.0,21.0,-85.0,3.0296,814.13,False
30,Forehand,662,3.2455,-1.5162,2.3623,-89.36,-818.12,314.51,23.0,25.0,-125.0,4.291,881.03,False
31,Forehand,682,4.0,-2.2299,2.2734,296.39,-891.24,275.82,23.0,25.0,-125.0,5.1128,978.89,False
32,Forehand,703,4.0,-2.0841,2.0697,434.08,-881.59,175.48,23.0,25.0,-125.0,4.9626,998.21,False
33,Forehand,723,3.9821,-0.5044,0.3575,683.59,-678.22,-156.56,23.0,25.0,-125.0,4.0298,975.6,False
34,Forehand,749,4.0,1.7717,-2.3564,921.51,356.02,-222.84,23.0,6.0,-84.0,4.9691,1012.71,False
35,Forehand,769,3.9998,1.575,0.5742,663.76,1257.81,292.11,23.0,6.0,-84.0,4.3368,1451.89,False
36,Forehand,789,3.9999,0.4154,3.9999,211.85,1840.45,555.36,23.0,6.0,-84.0,5.6719,1934.06,False
37,Forehand,814,3.9423,1.3483,3.3801,45.35,2000.0,349.0,23.0,6.0,-84.0,5.3651,2030.73,False
38,Forehand,833,1.4049,1.6637,-1.2227,35.83,2000.0,158.33,23.0,6.0,-84.0,2.4973,2006.58,False
39,Forehand,860,0.7324,1.0548,-1.9366,-44.74,1996.77,142.94,25.0,10.0,-107.0,2.3237,2002.37,False
40,Forehand,880,1.0083,1.0039,-1.7404,-132.08,2000.0,18.07,25.0,10.0,-107.0,2.248,2004.44,False
41,Forehand,901,0.7954,0.7175,-1.868,-118.53,1999.69,-62.87,25.0,10.0,-107.0,2.1534,2004.19,False
42,Forehand,921,0.6285,0.7216,-1.8333,-39.25,1999.63,-107.85,25.0,10.0,-107.0,2.068,2002.92,False
43,Forehand,946,0.5421,0.8615,-1.6628,-1.34,1999.63,-97.23,22.0,12.0,-92.0,1.9496,2002.0,False
44,Forehand,967,0.6489,0.6847,-1.5148,81.85,1999.94,-20.26,22.0,12.0,-92.0,1.7845,2001.72,False
45,Forehand,991,0.7819,0.5873,-1.493,85.33,2000.0,47.12,22.0,12.0,-92.0,1.7848,2002.37,False
46,Forehand,1011,0.9131,0.6359,-1.5808,50.9,2000.0,93.02,22.0,12.0,-92.0,1.9331,2002.81,False
47,Forehand,1032,0.9353,0.84,-1.7211,-19.04,2000.0,100.71,22.0,12.0,-92.0,2.1313,2002.62,False
48,Forehand,1059,0.7664,0.8431,-1.814,-103.33,2000.0,53.89,26.0,19.0,-104.0,2.1421,2003.39,False
49,Forehand,1080,0.6521,0.6696,-1.7758,-119.32,2000.0,-7.2,26.0,19.0,-104.0,2.0067,2003.57,False
50,Forehand,1100,0.5225,0.7988,-1.6407,-99.18,1999.88,-43.88,26.0,19.0,-104.0,1.8982,2002.82,False
51,Forehand,1124,0.5948,0.818,-1.4991,-45.47,1999.82,-47.85,26.0,19.0,-104.0,1.8084,2000.91,False
52,Forehand,1145,0.7432,0.6564,-1.4641,13.98,1999.88,-41.75,24.0,9.0,-101.0,1.7683,2000.36,False
53,Forehand,1169,0.844,0.5371,-1.6058,43.46,2000.0,5.07,24.0,9.0,-101.0,1.892,2000.48,False
54,Forehand,1189,0.8965,0.7253,-1.6584,33.51,2000.0,31.74,24.0,9.0,-101.0,2.02,2000.53,False
55,Forehand,1209,0.8496,0.8141,-1.762,6.29,2000.0,45.29,24.0,9.0,-101.0,2.1187,2000.52,False
56,Forehand,1228,0.7506,0.8237,-1.7871,-31.98,2000.0,40.28,24.0,9.0,-101.0,2.1061,2000.66,False
57,Forehand,1254,0.6592,0.6982,-1.701,-47.85,2000.0,19.1,24.0,16.0,-94.0,1.9534,2000.66,False
58,Forehand,1275,0.635,0.7753,-1.603,-42.05,2000.0,-4.76,24.0,16.0,-94.0,1.8905,2000.45,False
59,Forehand,1299,0.6932,0.9283,-1.4895,-12.33,1999.94,-20.51,24.0,16.0,-94.0,1.8871,2000.08,False
60,Forehand,1320,0.7896,0.8253,-1.5219,3.05,2000.0,-11.47,24.0,16.0,-94.0,1.9028,2000.04,False
61,Forehand,1342,0.8573,0.83,-1.5919,5.07,2000.0,4.88,27.0,11.0,-107.0,1.9895,2000.01,False
62,Forehand,1366,0.8301,0.8511,-1.6942,-1.77,2000.0,22.64,27.0,11.0,-107.0,2.0697,2000.13,False
63,Forehand,1386,0.7568,0.8643,-1.7479,-15.01,2000.0,24.84,27.0,11.0,-107.0,2.0916,2000.21,False
64,Forehand,1406,0.6608,0.8147,-1.7063,-25.63,2000.0,18.68,27.0,11.0,-107.0,2.0029,2000.25,False
65,Forehand,1430,0.6289,0.8207,-1.6072,-27.16,2000.0,7.87,27.0,11.0,-107.0,1.911,2000.2,False
66,Forehand,1452,0.6631,0.8682,-1.5471,-26.37,2000.0,-5.13,24.0,12.0,-89.0,1.8939,2000.18,False
67,Forehand,1477,0.754,0.7988,-1.486,-8.91,1999.94,-18.31,24.0,12.0,-89.0,1.8479,2000.04,False
68,Forehand,1497,0.8369,0.7201,-1.5417,10.19,2000.0,-12.7,24.0,12.0,-89.0,1.8963,2000.07,False
69,Forehand,1517,0.8428,0.7251,-1.6364,20.57,2000.0,1.53,24.0,12.0,-89.0,1.9783,2000.11,False
70,Forehand,1538,0.775,0.7402,-1.6896,16.97,2000.0,25.82,24.0,12.0,-89.0,2.0008,2000.24,False
71,Forehand,1563,0.717,0.8212,-1.6842,4.46,2000.0,45.47,25.0,19.0,-102.0,2.0062,2000.52,False
72,Forehand,1583,0.6737,0.8861,-1.6384,-13.18,2000.0,45.17,25.0,19.0,-102.0,1.9808,2000.55,False
73,Forehand,1608,0.7083,0.9174,-1.5593,-33.45,2000.0,2.08,25.0,19.0,-102.0,1.9428,2000.28,False
74,Forehand,1627,0.724,1.0034,-1.5276,-36.99,1999.94,-25.09,25.0,19.0,-102.0,1.9658,2000.44,False
75,Forehand,1649,0.7712,0.9568,-1.5361,-29.6,1999.88,-36.32,27.0,10.0,-107.0,1.9672,2000.43,False
76,Forehand,1672,0.7874,0.8899,-1.5757,-12.7,1999.94,-28.38,27.0,10.0,-107.0,1.9735,2000.18,False
77,Forehand,1693,0.7874,0.8818,-1.6211,6.04,2000.0,-4.94,27.0,10.0,-107.0,2.0064,2000.02,False
78,Forehand,1714,0.7538,0.9116,-1.6554,16.3,2000.0,21.18,27.0,10.0,-107.0,2.0346,2000.18,False
79,Forehand,1739,0.676,0.8636,-1.6459,6.35,2000.0,44.19,27.0,10.0,-107.0,1.9778,2000.5,False
80,Forehand,1761,0.6525,0.7867,-1.5892,-13.31,2000.0,39.86,25.0,16.0,-91.0,1.8895,2000.44,False
81,Forehand,1780,0.6593,0.7817,-1.5305,-34.79,2000.0,24.29,25.0,16.0,-91.0,1.8407,2000.45,False
82,Forehand,1804,0.7098,0.7598,-1.4995,-46.75,2000.0,4.09,25.0,16.0,-91.0,1.8247,2000.55,False
83,Forehand,1824,0.7823,0.7292,-1.5281,-37.11,1999.94,-22.77,25.0,16.0,-91.0,1.8652,2000.41,False
84,Forehand,1850,0.791,0.7008,-1.5541,-14.4,1999.94,-22.09,27.0,14.0,-109.0,1.8794,2000.11,False
85,Forehand,1870,0.7629,0.6918,-1.6151,8.67,2000.0,-6.96,27.0,14.0,-109.0,1.9155,2000.03,False
86,Forehand,1891,0.7086,0.7123,-1.6267,22.89,2000.0,16.36,27.0,14.0,-109.0,1.912,2000.2,False
87,Forehand,1915,0.6699,0.7343,-1.5964,10.5,2000.0,40.65,27.0,14.0,-109.0,1.8806,2000.44,False
88,Forehand,1935,0.6945,0.7389,-1.553,-15.62,2000.0,32.41,27.0,14.0,-109.0,1.8547,2000.32,False
89,Forehand,1962,0.7168,0.8004,-1.5328,-39.98,2000.0,10.13,24.0,8.0,-87.0,1.8719,2000.43,False
90,Forehand,1981,0.7416,0.8344,-1.556,-55.36,2000.0,-15.32,24.0,8.0,-87.0,1.915,2000.82,False
91,Forehand,2001,0.743,0.8822,-1.5681,-53.22,1999.94,-30.94,24.0,8.0,-87.0,1.9466,2000.89,False
92,Forehand,2021,0.7181,0.8967,-1.5731,-11.78,1999.94,-18.25,24.0,8.0,-87.0,1.948,2000.06,False
93,Forehand,2046,0.6882,0.8944,-1.5731,19.41,2000.0,8.85,24.0,8.0,-87.0,1.9361,2000.11,False
94,Forehand,2068,0.6951,0.918,-1.5569,35.03,2000.0,36.13,23.0,19.0,-92.0,1.9364,2000.63,False
95,Forehand,2088,0.7147,0.881,-1.5499,25.88,2000.0,47.91,23.0,19.0,-92.0,1.9207,2000.74,False
96,Forehand,2111,0.7335,0.8009,-1.5507,-4.76,2000.0,37.11,23.0,19.0,-92.0,1.8932,2000.35,False
97,Forehand,2131,0.7343,0.8109,-1.5537,-39.25,2000.0,12.88,23.0,19.0,-92.0,1.9002,2000.43,False
98,Forehand,2158,0.7249,0.8285,-1.5652,-60.67,2000.0,-12.88,25.0,6.0,-110.0,1.9135,2000.96,False
99,Forehand,2178,0.6827,0.8643,-1.5514,-53.41,1999.94,-29.05,25.0,6.0,-110.0,1.9026,2000.86,False
100,Forehand,2199,0.6768,0.927,-1.5222,-20.08,1999.94,-17.09,25.0,6.0,-110.0,1.9064,2000.11,False
101,Forehand,2219,0.6963,0.9506,-1.5079,19.53,2000.0,5.55,25.0,6.0,-110.0,1.9137,2000.1,False
102,Forehand,2245,0.7219,0.9709,-1.5059,42.79,2000.0,27.65,25.0,6.0,-110.0,1.9317,2000.65,False
103,Forehand,2267,0.7841,0.9723,-1.5461,25.15,2000.0,33.45,21.0,13.0,-80.0,1.9876,2000.44,False
104,Forehand,2291,0.7772,0.9779,-1.5945,-11.47,2000.0,16.54,21.0,13.0,-80.0,2.0255,2000.1,False
105,Forehand,2312,0.7349,0.9619,-1.5894,-42.54,2000.0,-3.48,21.0,13.0,-80.0,1.9978,2000.46,False
106,Forehand,2332,0.7042,0.8727,-1.5712,-50.9,1999.94,-17.7,21.0,13.0,-80.0,1.9303,2000.66,False
